,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Seconds,LapStartSeconds,PitWindowTime
513,0 days 00:52:16.598000,5,0 days 00:01:47.658000,10,1,,,0 days 00:00:38.461000,0 days 00:00:43.408000,0 days 00:00:25.789000,0 days 00:51:07.401000,0 days 00:51:50.809000,0 days 00:52:16.598000,204.0,206.0,314.0,310.0,SOFT,10.0,True,0 days 00:50:28.940000,Aston Martin,VET,1,True,2021-06-06 12:20:28.949,107.658,3028.94,3054.36234783
514,0 days 00:54:03.872000,5,0 days 00:01:47.274000,11,1,,,0 days 00:00:38.202000,0 days 00:00:43.250000,0 days 00:00:25.822000,0 days 00:52:54.800000,0 days 00:53:38.050000,0 days 00:54:03.872000,209.0,202.0,314.0,312.0,SOFT,11.0,True,0 days 00:52:16.598000,Aston Martin,VET,2,True,2021-06-06 12:22:16.607,107.274,3136.5980000000004,3162.0203478300004
515,0 days 00:55:50.937000,5,0 days 00:01:47.065000,12,1,,,0 days 00:00:38.214000,0 days 00:00:43.069000,0 days 00:00:25.782000,0 days 00:54:42.086000,0 days 00:55:25.155000,0 days 00:55:50.937000,215.0,212.0,314.0,310.0,SOFT,12.0,True,0 days 00:54:03.872000,Aston Martin,VET,1,True,2021-06-06 12:24:03.881,107.06500000000001,3243.8720000000003,3269.2943478300003
516,0 days 00:57:38.121000,5,0 days 00:01:47.184000,13,1,,,0 days 00:00:38.187000,0 days 00:00:43.142000,0 days 00:00:25.855000,0 days 00:56:29.124000,0 days 00:57:12.266000,0 days 00:57:38.121000,204.0,206.0,312.0,311.0,SOFT,13.0,True,0 days 00:55:50.937000,Aston Martin,VET,1,True,2021-06-06 12:25:50.946,107.18400000000001,3350.9370000000004,3376.3593478300004
517,0 days 00:59:24.973000,5,0 days 00:01:46.852000,14,1,,,0 days 00:00:38.001000,0 days 00:00:43.010000,0 days 00:00:25.841000,0 days 00:58:16.122000,0 days 00:58:59.132000,0 days 00:59:24.973000,210.0,213.0,313.0,311.0,SOFT,14.0,True,0 days 00:57:38.121000,Aston Martin,VET,1,True,2021-06-06 12:27:38.130,106.852,3458.121,3483.54334783
518,0 days 01:01:11.616000,5,0 days 00:01:46.643000,15,1,,,0 days 00:00:37.922000,0 days 00:00:42.743000,0 days 00:00:25.978000,0 days 01:00:02.895000,0 days 01:00:45.638000,0 days 01:01:11.616000,211.0,210.0,312.0,308.0,SOFT,15.0,True,0 days 00:59:24.973000,Aston Martin,VET,1,True,2021-06-06 12:29:24.982,106.643,3564.9730000000004,3590.3953478300004
519,0 days 01:02:58.225000,5,0 days 00:01:46.609000,16,1,,,0 days 00:00:37.878000,0 days 00:00:42.825000,0 days 00:00:25.906000,0 days 01:01:49.494000,0 days 01:02:32.319000,0 days 01:02:58.225000,210.0,210.0,311.0,309.0,SOFT,16.0,True,0 days 01:01:11.616000,Aston Martin,VET,1,True,2021-06-06 12:31:11.625,106.60900000000001,3671.6160000000004,3697.0383478300005
520,0 days 01:04:44.807000,5,0 days 00:01:46.582000,17,1,,,0 days 00:00:37.897000,0 days 00:00:42.830000,0 days 00:00:25.855000,0 days 01:03:36.122000,0 days 01:04:18.952000,0 days 01:04:44.807000,214.0,217.0,312.0,310.0,SOFT,17.0,True,0 days 01:02:58.225000,Aston Martin,VET,1,True,2021-06-06 12:32:58.234,106.58200000000001,3778.2250000000004,3803.6473478300004
521,0 days 01:06:35.166000,5,0 days 00:01:50.359000,18,1,,0 days 01:06:33.910000,0 days 00:00:37.881000,0 days 00:00:42.643000,0 days 00:00:29.835000,0 days 01:05:22.688000,0 days 01:06:05.331000,0 days 01:06:35.166000,208.0,217.0,,310.0,SOFT,18.0,True,0 days 01:04:44.807000,Aston Martin,VET,1,False,2021-06-06 12:34:44.816,110.35900000000001,3884.8070000000002,3910.2293478300003
522,0 days 01:08:37.958000,5,0 days 00:02:02.792000,19,2,0 days 01:06:53.773000,,0 days 00:00:53.578000,0 days 00:00:43.632000,0 days 00:00:25.582000,0 days 01:07:28.744000,0 days 01:08:12.376000,0 days 01:08:37.958000,204.0,214.0,310.0,317.0,HARD,1.0,True,0 days 01:06:35.166000,Aston Martin,VET,1,False,2021-06-06 12:36:35.175,122.792,3995.166,4020.58834783
523,0 days 01:10:24.485000,5,0 days 00:01:46.527000,20,2,,,0 days 00:00:38.133000,0 days 00:00:42.973000,0 days 00:00:25.421000,0 days 01:09:16.091000,0 days 01:09:59.064000,0 days 01:10:24.485000,211.0,212.0,321.0,319.0,HARD,2.0,True,0 days 01:08:37.958000,Aston Martin,VET,1,True,2021-06-06 12:38:37.967,106.527,4117.9580000000005,4143.380347830001
524,0 days 01:12:11.078000,5,0 days 00:01:46.593000,21,2,,,0 days 00:00:37.991000,0 days 00:00:43.276000,0 days 00:00:25.326000,0 days 01:11:02.476000,0 days 01:11:45.752000,0 days 01:12:11.078000,201.0,217.0,323.0,321.0,HARD,3.0,True,0 days 01:10:24.485000,Aston Martin,VET,1,True,2021-06-06 12:40:24.494,106.593,4224.485000000001,4249.907347830001
525,0 days 01:13:57.772000,5,0 days 00:01:46.694000,22,2,,,0 days 00:00:38.124000,0 days 00:00:43.246000,0 days 00:00:25.324000,0 days 01:12:49.202000,0 days 01:13:32.448000,0 days 01:13:57.772000,208.0,218.0,322.0,319.0,HARD,4.0,True,0 days 01:12:11.078000,Aston Martin,VET,1,True,2021-06-06 12:42:11.087,106.694,4331.078,4356.5003478300005
526,0 days 01:15:44.240000,5,0 days 00:01:46.468000,23,2,,,0 days 00:00:37.987000,0 days 00:00:43.235000,0 days 00:00:25.246000,0 days 01:14:35.759000,0 days 01:15:18.994000,0 days 01:15:44.240000,197.0,214.0,323.0,321.0,HARD,5.0,True,0 days 01:13:57.772000,Aston Martin,VET,2,True,2021-06-06 12:43:57.781,106.468,4437.772,4463.19434783
527,0 days 01:17:30.761000,5,0 days 00:01:46.521000,24,2,,,0 days 00:00:37.967000,0 days 00:00:43.230000,0 days 00:00:25.324000,0 days 01:16:22.207000,0 days 01:17:05.437000,0 days 01:17:30.761000,204.0,218.0,321.0,320.0,HARD,6.0,True,0 days 01:15:44.240000,Aston Martin,VET,2,True,2021-06-06 12:45:44.249,106.521,4544.240000000001,4569.662347830001
528,0 days 01:19:17.105000,5,0 days 00:01:46.344000,25,2,,,0 days 00:00:38.002000,0 days 00:00:43.108000,0 days 00:00:25.234000,0 days 01:18:08.763000,0 days 01:18:51.871000,0 days 01:19:17.105000,203.0,218.0,324.0,320.0,HARD,7.0,True,0 days 01:17:30.761000,Aston Martin,VET,2,True,2021-06-06 12:47:30.770,106.34400000000001,4650.761,4676.1833478300005
529,0 days 01:21:03.217000,5,0 days 00:01:46.112000,26,2,,,0 days 00:00:37.898000,0 days 00:00:43.040000,0 days 00:00:25.174000,0 days 01:19:55.003000,0 days 01:20:38.043000,0 days 01:21:03.217000,198.0,211.0,324.0,320.0,HARD,8.0,True,0 days 01:19:17.105000,Aston Martin,VET,1,True,2021-06-06 12:49:17.114,106.11200000000001,4757.1050000000005,4782.5273478300005
530,0 days 01:22:49.866000,5,0 days 00:01:46.649000,27,2,,,0 days 00:00:38.096000,0 days 00:00:43.319000,0 days 00:00:25.234000,0 days 01:21:41.313000,0 days 01:22:24.632000,0 days 01:22:49.866000,201.0,214.0,323.0,320.0,HARD,9.0,True,0 days 01:21:03.217000,Aston Martin,VET,1,True,2021-06-06 12:51:03.226,106.649,4863.217000000001,4888.639347830001
531,0 days 01:24:36.477000,5,0 days 00:01:46.611000,28,2,,,0 days 00:00:37.990000,0 days 00:00:43.382000,0 days 00:00:25.239000,0 days 01:23:27.856000,0 days 01:24:11.238000,0 days 01:24:36.477000,,211.0,324.0,320.0,HARD,10.0,True,0 days 01:22:49.866000,Aston Martin,VET,1,True,2021-06-06 12:52:49.875,106.611,4969.866,4995.28834783
532,0 days 01:26:22.775000,5,0 days 00:01:46.298000,29,2,,,0 days 00:00:37.802000,0 days 00:00:43.255000,0 days 00:00:25.241000,0 days 01:25:14.279000,0 days 01:25:57.534000,0 days 01:26:22.775000,204.0,215.0,323.0,321.0,HARD,11.0,True,0 days 01:24:36.477000,Aston Martin,VET,1,True,2021-06-06 12:54:36.486,106.298,5076.477,5101.89934783
533,0 days 01:28:09.870000,5,0 days 00:01:47.095000,30,2,,,0 days 00:00:37.841000,0 days 00:00:43.093000,0 days 00:00:26.161000,0 days 01:27:00.616000,0 days 01:27:43.709000,0 days 01:28:09.870000,203.0,213.0,307.0,320.0,HARD,12.0,True,0 days 01:26:22.775000,Aston Martin,VET,2,True,2021-06-06 12:56:22.784,107.09500000000001,5182.775000000001,5208.197347830001
534,0 days 01:30:31.087000,5,0 days 00:02:21.217000,31,2,,,0 days 00:00:46.774000,0 days 00:00:55.885000,0 days 00:00:38.558000,0 days 01:28:56.644000,0 days 01:29:52.529000,0 days 01:30:31.087000,158.0,174.0,148.0,174.0,HARD,13.0,True,0 days 01:28:09.870000,Aston Martin,VET,24,False,2021-06-06 12:58:09.879,141.217,5289.87,5315.29234783
539,0 days 01:43:55.264000,5,0 days 00:01:51.402000,36,2,,,0 days 00:00:41.470000,0 days 00:00:44.962000,0 days 00:00:24.970000,0 days 01:42:45.332000,0 days 01:43:30.294000,0 days 01:43:55.264000,178.0,193.0,325.0,329.0,HARD,18.0,True,0 days 01:42:03.862000,Aston Martin,VET,1,False,2021-06-06 13:12:03.871,111.402,6123.862,6149.28434783
540,0 days 01:45:42.021000,5,0 days 00:01:46.757000,37,2,,,0 days 00:00:38.369000,0 days 00:00:43.144000,0 days 00:00:25.244000,0 days 01:44:33.633000,0 days 01:45:16.777000,0 days 01:45:42.021000,203.0,211.0,319.0,318.0,HARD,19.0,True,0 days 01:43:55.264000,Aston Martin,VET,1,True,2021-06-06 13:13:55.273,106.757,6235.264,6260.68634783
541,0 days 01:47:27.949000,5,0 days 00:01:45.928000,38,2,,,0 days 00:00:37.674000,0 days 00:00:42.959000,0 days 00:00:25.295000,0 days 01:46:19.695000,0 days 01:47:02.654000,0 days 01:47:27.949000,199.0,215.0,319.0,317.0,HARD,20.0,True,0 days 01:45:42.021000,Aston Martin,VET,1,True,2021-06-06 13:15:42.030,105.92800000000001,6342.021000000001,6367.443347830001
542,0 days 01:49:13.430000,5,0 days 00:01:45.481000,39,2,,,0 days 00:00:37.485000,0 days 00:00:42.754000,0 days 00:00:25.242000,0 days 01:48:05.434000,0 days 01:48:48.188000,0 days 01:49:13.430000,204.0,216.0,318.0,318.0,HARD,21.0,True,0 days 01:47:27.949000,Aston Martin,VET,1,True,2021-06-06 13:17:27.958,105.48100000000001,6447.9490000000005,6473.371347830001
543,0 days 01:50:58.892000,5,0 days 00:01:45.462000,40,2,,,0 days 00:00:37.474000,0 days 00:00:42.715000,0 days 00:00:25.273000,0 days 01:49:50.904000,0 days 01:50:33.619000,0 days 01:50:58.892000,,214.0,318.0,316.0,HARD,22.0,True,0 days 01:49:13.430000,Aston Martin,VET,1,True,2021-06-06 13:19:13.439,105.462,6553.43,6578.85234783
544,0 days 01:52:43.782000,5,0 days 00:01:44.890000,41,2,,,0 days 00:00:37.325000,0 days 00:00:42.355000,0 days 00:00:25.210000,0 days 01:51:36.217000,0 days 01:52:18.572000,0 days 01:52:43.782000,208.0,213.0,319.0,320.0,HARD,23.0,True,0 days 01:50:58.892000,Aston Martin,VET,1,True,2021-06-06 13:20:58.901,104.89,6658.892000000001,6684.314347830001
545,0 days 01:54:29.158000,5,0 days 00:01:45.376000,42,2,,,0 days 00:00:37.438000,0 days 00:00:42.620000,0 days 00:00:25.318000,0 days 01:53:21.220000,0 days 01:54:03.840000,0 days 01:54:29.158000,,217.0,319.0,317.0,HARD,24.0,True,0 days 01:52:43.782000,Aston Martin,VET,1,True,2021-06-06 13:22:43.791,105.376,6763.782,6789.20434783
546,0 days 01:56:14.408000,5,0 days 00:01:45.250000,43,2,,,0 days 00:00:37.493000,0 days 00:00:42.430000,0 days 00:00:25.327000,0 days 01:55:06.651000,0 days 01:55:49.081000,0 days 01:56:14.408000,213.0,220.0,318.0,317.0,HARD,25.0,True,0 days 01:54:29.158000,Aston Martin,VET,1,True,2021-06-06 13:24:29.167,105.25,6869.158,6894.58034783
547,0 days 01:57:59.322000,5,0 days 00:01:44.914000,44,2,,,0 days 00:00:37.228000,0 days 00:00:42.420000,0 days 00:00:25.266000,0 days 01:56:51.636000,0 days 01:57:34.056000,0 days 01:57:59.322000,205.0,214.0,319.0,318.0,HARD,26.0,True,0 days 01:56:14.408000,Aston Martin,VET,1,True,2021-06-06 13:26:14.417,104.914,6974.408,6999.83034783
548,0 days 01:59:45.111000,5,0 days 00:01:45.789000,45,2,,,0 days 00:00:37.545000,0 days 00:00:42.815000,0 days 00:00:25.429000,0 days 01:58:36.867000,0 days 01:59:19.682000,0 days 01:59:45.111000,208.0,216.0,318.0,318.0,HARD,27.0,True,0 days 01:57:59.322000,Aston Martin,VET,1,True,2021-06-06 13:27:59.331,105.789,7079.322,7104.74434783
549,0 days 02:01:30.437000,5,0 days 00:01:45.326000,46,2,,,0 days 00:00:37.410000,0 days 00:00:42.441000,0 days 00:00:25.475000,0 days 02:00:22.521000,0 days 02:01:04.962000,0 days 02:01:30.437000,211.0,220.0,300.0,315.0,HARD,28.0,True,0 days 01:59:45.111000,Aston Martin,VET,1,True,2021-06-06 13:29:45.120,105.32600000000001,7185.111000000001,7210.533347830001
550,0 days 02:03:44.096000,5,0 days 00:02:13.659000,47,2,,0 days 02:03:42.840000,0 days 00:00:37.996000,0 days 00:00:44.426000,0 days 00:00:51.237000,0 days 02:02:08.433000,0 days 02:02:52.859000,0 days 02:03:44.096000,215.0,93.0,,120.0,HARD,29.0,True,0 days 02:01:30.437000,Aston Martin,VET,24,False,2021-06-06 13:31:30.446,133.65900000000002,7290.437000000001,7315.859347830001
554,0 days 02:47:37.539000,5,0 days 00:01:45.138000,51,4,,,0 days 00:00:37.484000,0 days 00:00:42.414000,0 days 00:00:25.240000,0 days 02:46:29.885000,0 days 02:47:12.299000,0 days 02:47:37.539000,201.0,216.0,318.0,316.0,SOFT,5.0,False,0 days 02:45:52.401000,Aston Martin,VET,1,True,2021-06-06 14:15:52.410,105.138,9952.401,9977.823347829999
556,0 days 00:37:50.641000,31,0 days 00:01:50.850000,2,1,,,0 days 00:00:39.769000,0 days 00:00:45.238000,0 days 00:00:25.843000,0 days 00:36:39.560000,0 days 00:37:24.798000,0 days 00:37:50.641000,177.0,188.0,307.0,319.0,SOFT,2.0,True,0 days 00:35:59.791000,Alpine F1 Team,OCO,1,True,2021-06-06 12:05:59.800,110.85000000000001,2159.791,2185.21334783
557,0 days 00:40:01.447000,31,0 days 00:02:10.806000,3,1,,0 days 00:40:00.233000,0 days 00:00:39.302000,0 days 00:00:44.550000,0 days 00:00:46.954000,0 days 00:38:29.943000,0 days 00:39:14.493000,0 days 00:40:01.447000,180.0,191.0,,168.0,SOFT,3.0,True,0 days 00:37:50.641000,Alpine F1 Team,OCO,1,False,2021-06-06 12:07:50.650,130.806,2270.641,2296.06334783
559,0 days 00:37:51.307000,3,0 days 00:01:50.972000,2,1,,,0 days 00:00:40.320000,0 days 00:00:45.565000,0 days 00:00:25.087000,0 days 00:36:40.655000,0 days 00:37:26.220000,0 days 00:37:51.307000,,197.0,333.0,327.0,SOFT,2.0,True,0 days 00:36:00.335000,McLaren,RIC,1,True,2021-06-06 12:06:00.344,110.97200000000001,2160.335,2185.75734783
560,0 days 00:39:41.553000,3,0 days 00:01:50.246000,3,1,,,0 days 00:00:40.049000,0 days 00:00:44.798000,0 days 00:00:25.399000,0 days 00:38:31.356000,0 days 00:39:16.154000,0 days 00:39:41.553000,,193.0,335.0,319.0,SOFT,3.0,True,0 days 00:37:51.307000,McLaren,RIC,1,True,2021-06-06 12:07:51.316,110.24600000000001,2271.3070000000002,2296.7293478300003
561,0 days 00:41:30.188000,3,0 days 00:01:48.635000,4,1,,,0 days 00:00:39.002000,0 days 00:00:44.158000,0 days 00:00:25.475000,0 days 00:40:20.555000,0 days 00:41:04.713000,0 days 00:41:30.188000,191.0,199.0,315.0,319.0,SOFT,4.0,True,0 days 00:39:41.553000,McLaren,RIC,2,True,2021-06-06 12:09:41.562,108.635,2381.5530000000003,2406.9753478300004
562,0 days 00:43:18.589000,3,0 days 00:01:48.401000,5,1,,,0 days 00:00:38.859000,0 days 00:00:44.022000,0 days 00:00:25.520000,0 days 00:42:09.047000,0 days 00:42:53.069000,0 days 00:43:18.589000,195.0,196.0,317.0,320.0,SOFT,5.0,True,0 days 00:41:30.188000,McLaren,RIC,1,True,2021-06-06 12:11:30.197,108.40100000000001,2490.188,2515.61034783
563,0 days 00:45:06.844000,3,0 days 00:01:48.255000,6,1,,,0 days 00:00:38.817000,0 days 00:00:44.159000,0 days 00:00:25.279000,0 days 00:43:57.406000,0 days 00:44:41.565000,0 days 00:45:06.844000,190.0,201.0,335.0,319.0,SOFT,6.0,True,0 days 00:43:18.589000,McLaren,RIC,1,True,2021-06-06 12:13:18.598,108.25500000000001,2598.589,2624.01134783
564,0 days 00:46:55.782000,3,0 days 00:01:48.938000,7,1,,,0 days 00:00:39.166000,0 days 00:00:44.198000,0 days 00:00:25.574000,0 days 00:45:46.010000,0 days 00:46:30.208000,0 days 00:46:55.782000,195.0,202.0,313.0,318.0,SOFT,7.0,True,0 days 00:45:06.844000,McLaren,RIC,1,True,2021-06-06 12:15:06.853,108.938,2706.844,2732.26634783
565,0 days 00:48:43.993000,3,0 days 00:01:48.211000,8,1,,,0 days 00:00:38.692000,0 days 00:00:43.741000,0 days 00:00:25.778000,0 days 00:47:34.474000,0 days 00:48:18.215000,0 days 00:48:43.993000,203.0,208.0,316.0,315.0,SOFT,8.0,True,0 days 00:46:55.782000,McLaren,RIC,1,True,2021-06-06 12:16:55.791,108.21100000000001,2815.782,2841.20434783
566,0 days 00:50:32.400000,3,0 days 00:01:48.407000,9,1,,,0 days 00:00:38.506000,0 days 00:00:44.069000,0 days 00:00:25.832000,0 days 00:49:22.499000,0 days 00:50:06.568000,0 days 00:50:32.400000,204.0,198.0,312.0,314.0,SOFT,9.0,True,0 days 00:48:43.993000,McLaren,RIC,1,True,2021-06-06 12:18:44.002,108.40700000000001,2923.9930000000004,2949.4153478300004
567,0 days 00:52:21.115000,3,0 days 00:01:48.715000,10,1,,,0 days 00:00:38.845000,0 days 00:00:44.018000,0 days 00:00:25.852000,0 days 00:51:11.245000,0 days 00:51:55.263000,0 days 00:52:21.115000,196.0,203.0,311.0,311.0,SOFT,10.0,True,0 days 00:50:32.400000,McLaren,RIC,1,True,2021-06-06 12:20:32.409,108.715,3032.4,3057.82234783
568,0 days 00:54:13.697000,3,0 days 00:01:52.582000,11,1,,0 days 00:54:12.511000,0 days 00:00:38.740000,0 days 00:00:43.661000,0 days 00:00:30.181000,0 days 00:52:59.855000,0 days 00:53:43.516000,0 days 00:54:13.697000,199.0,205.0,,312.0,SOFT,11.0,True,0 days 00:52:21.115000,McLaren,RIC,2,False,2021-06-06 12:22:21.124,112.58200000000001,3141.1150000000002,3166.5373478300003
569,0 days 00:56:18.840000,3,0 days 00:02:05.143000,12,2,0 days 00:54:32.565000,,0 days 00:00:54.746000,0 days 00:00:44.549000,0 days 00:00:25.848000,0 days 00:55:08.443000,0 days 00:55:52.992000,0 days 00:56:18.840000,185.0,201.0,301.0,313.0,HARD,1.0,True,0 days 00:54:13.697000,McLaren,RIC,1,False,2021-06-06 12:24:13.706,125.14300000000001,3253.697,3279.11934783
570,0 days 00:58:06.820000,3,0 days 00:01:47.980000,13,2,,,0 days 00:00:38.677000,0 days 00:00:43.707000,0 days 00:00:25.596000,0 days 00:56:57.517000,0 days 00:57:41.224000,0 days 00:58:06.820000,201.0,207.0,312.0,316.0,HARD,2.0,True,0 days 00:56:18.840000,McLaren,RIC,1,True,2021-06-06 12:26:18.849,107.98,3378.84,3404.26234783
571,0 days 00:59:54.400000,3,0 days 00:01:47.580000,14,2,,,0 days 00:00:38.425000,0 days 00:00:43.638000,0 days 00:00:25.517000,0 days 00:58:45.245000,0 days 00:59:28.883000,0 days 00:59:54.400000,196.0,208.0,314.0,315.0,HARD,3.0,True,0 days 00:58:06.820000,McLaren,RIC,1,True,2021-06-06 12:28:06.829,107.58000000000001,3486.82,3512.24234783
572,0 days 01:01:41.381000,3,0 days 00:01:46.981000,15,2,,,0 days 00:00:38.236000,0 days 00:00:43.688000,0 days 00:00:25.057000,0 days 01:00:32.636000,0 days 01:01:16.324000,0 days 01:01:41.381000,197.0,203.0,340.0,322.0,HARD,4.0,True,0 days 00:59:54.400000,McLaren,RIC,1,True,2021-06-06 12:29:54.409,106.98100000000001,3594.4,3619.82234783
573,0 days 01:03:28.705000,3,0 days 00:01:47.324000,16,2,,,0 days 00:00:38.181000,0 days 00:00:43.359000,0 days 00:00:25.784000,0 days 01:02:19.562000,0 days 01:03:02.921000,0 days 01:03:28.705000,209.0,215.0,313.0,313.0,HARD,5.0,True,0 days 01:01:41.381000,McLaren,RIC,1,True,2021-06-06 12:31:41.390,107.32400000000001,3701.3810000000003,3726.8033478300003
574,0 days 01:05:16.527000,3,0 days 00:01:47.822000,17,2,,,0 days 00:00:38.284000,0 days 00:00:43.673000,0 days 00:00:25.865000,0 days 01:04:06.989000,0 days 01:04:50.662000,0 days 01:05:16.527000,196.0,211.0,307.0,312.0,HARD,6.0,True,0 days 01:03:28.705000,McLaren,RIC,1,True,2021-06-06 12:33:28.714,107.822,3808.7050000000004,3834.1273478300004
575,0 days 01:07:03.727000,3,0 days 00:01:47.200000,18,2,,,0 days 00:00:38.220000,0 days 00:00:43.224000,0 days 00:00:25.756000,0 days 01:05:54.747000,0 days 01:06:37.971000,0 days 01:07:03.727000,204.0,210.0,310.0,313.0,HARD,7.0,True,0 days 01:05:16.527000,McLaren,RIC,1,True,2021-06-06 12:35:16.536,107.2,3916.527,3941.94934783
576,0 days 01:08:50.506000,3,0 days 00:01:46.779000,19,2,,,0 days 00:00:37.995000,0 days 00:00:43.115000,0 days 00:00:25.669000,0 days 01:07:41.722000,0 days 01:08:24.837000,0 days 01:08:50.506000,206.0,213.0,311.0,312.0,HARD,8.0,True,0 days 01:07:03.727000,McLaren,RIC,1,True,2021-06-06 12:37:03.736,106.77900000000001,4023.7270000000003,4049.1493478300004
577,0 days 01:10:37.529000,3,0 days 00:01:47.023000,20,2,,,0 days 00:00:38.027000,0 days 00:00:43.203000,0 days 00:00:25.793000,0 days 01:09:28.533000,0 days 01:10:11.736000,0 days 01:10:37.529000,207.0,207.0,309.0,312.0,HARD,9.0,True,0 days 01:08:50.506000,McLaren,RIC,1,True,2021-06-06 12:38:50.515,107.02300000000001,4130.506,4155.92834783
578,0 days 01:12:24.563000,3,0 days 00:01:47.034000,21,2,,,0 days 00:00:38.059000,0 days 00:00:43.248000,0 days 00:00:25.727000,0 days 01:11:15.588000,0 days 01:11:58.836000,0 days 01:12:24.563000,202.0,215.0,308.0,313.0,HARD,10.0,True,0 days 01:10:37.529000,McLaren,RIC,1,True,2021-06-06 12:40:37.538,107.034,4237.529,4262.9513478300005
579,0 days 01:14:11.304000,3,0 days 00:01:46.741000,22,2,,,0 days 00:00:37.928000,0 days 00:00:43.107000,0 days 00:00:25.706000,0 days 01:13:02.491000,0 days 01:13:45.598000,0 days 01:14:11.304000,203.0,213.0,309.0,312.0,HARD,11.0,True,0 days 01:12:24.563000,McLaren,RIC,1,True,2021-06-06 12:42:24.572,106.741,4344.563,4369.98534783
580,0 days 01:15:58.063000,3,0 days 00:01:46.759000,23,2,,,0 days 00:00:37.911000,0 days 00:00:43.144000,0 days 00:00:25.704000,0 days 01:14:49.215000,0 days 01:15:32.359000,0 days 01:15:58.063000,208.0,208.0,311.0,313.0,HARD,12.0,True,0 days 01:14:11.304000,McLaren,RIC,2,True,2021-06-06 12:44:11.313,106.759,4451.304,4476.72634783
581,0 days 01:17:44.794000,3,0 days 00:01:46.731000,24,2,,,0 days 00:00:37.969000,0 days 00:00:43.080000,0 days 00:00:25.682000,0 days 01:16:36.032000,0 days 01:17:19.112000,0 days 01:17:44.794000,209.0,210.0,308.0,314.0,HARD,13.0,True,0 days 01:15:58.063000,McLaren,RIC,2,True,2021-06-06 12:45:58.072,106.73100000000001,4558.063,4583.48534783
582,0 days 01:19:31.815000,3,0 days 00:01:47.021000,25,2,,,0 days 00:00:38.188000,0 days 00:00:43.156000,0 days 00:00:25.677000,0 days 01:18:22.982000,0 days 01:19:06.138000,0 days 01:19:31.815000,201.0,216.0,310.0,312.0,HARD,14.0,True,0 days 01:17:44.794000,McLaren,RIC,1,True,2021-06-06 12:47:44.803,107.021,4664.794,4690.21634783
583,0 days 01:21:18.411000,3,0 days 00:01:46.596000,26,2,,,0 days 00:00:37.850000,0 days 00:00:43.016000,0 days 00:00:25.730000,0 days 01:20:09.665000,0 days 01:20:52.681000,0 days 01:21:18.411000,213.0,209.0,310.0,311.0,HARD,15.0,True,0 days 01:19:31.815000,McLaren,RIC,1,True,2021-06-06 12:49:31.824,106.596,4771.8150000000005,4797.2373478300005
584,0 days 01:23:04.978000,3,0 days 00:01:46.567000,27,2,,,0 days 00:00:37.848000,0 days 00:00:43.066000,0 days 00:00:25.653000,0 days 01:21:56.259000,0 days 01:22:39.325000,0 days 01:23:04.978000,210.0,216.0,311.0,311.0,HARD,16.0,True,0 days 01:21:18.411000,McLaren,RIC,1,True,2021-06-06 12:51:18.420,106.56700000000001,4878.411,4903.83334783
585,0 days 01:24:51.798000,3,0 days 00:01:46.820000,28,2,,,0 days 00:00:37.855000,0 days 00:00:43.241000,0 days 00:00:25.724000,0 days 01:23:42.833000,0 days 01:24:26.074000,0 days 01:24:51.798000,201.0,211.0,307.0,311.0,HARD,17.0,True,0 days 01:23:04.978000,McLaren,RIC,1,True,2021-06-06 12:53:04.987,106.82000000000001,4984.978,5010.40034783
586,0 days 01:26:38.347000,3,0 days 00:01:46.549000,29,2,,,0 days 00:00:37.805000,0 days 00:00:43.143000,0 days 00:00:25.601000,0 days 01:25:29.603000,0 days 01:26:12.746000,0 days 01:26:38.347000,205.0,213.0,309.0,311.0,HARD,18.0,True,0 days 01:24:51.798000,McLaren,RIC,1,True,2021-06-06 12:54:51.807,106.549,5091.798000000001,5117.220347830001
587,0 days 01:28:26.104000,3,0 days 00:01:47.757000,30,2,,,0 days 00:00:37.994000,0 days 00:00:42.947000,0 days 00:00:26.816000,0 days 01:27:16.341000,0 days 01:27:59.288000,0 days 01:28:26.104000,,213.0,299.0,309.0,HARD,19.0,True,0 days 01:26:38.347000,McLaren,RIC,2,True,2021-06-06 12:56:38.356,107.757,5198.347000000001,5223.769347830001
588,0 days 01:30:54.194000,3,0 days 00:02:28.090000,31,2,,,0 days 00:00:53.140000,0 days 00:00:53.779000,0 days 00:00:41.171000,0 days 01:29:19.244000,0 days 01:30:13.023000,0 days 01:30:54.194000,180.0,180.0,255.0,216.0,HARD,20.0,True,0 days 01:28:26.104000,McLaren,RIC,24,False,2021-06-06 12:58:26.113,148.09,5306.104,5331.52634783
593,0 days 01:43:58.906000,3,0 days 00:01:54.044000,36,2,,,0 days 00:00:43.357000,0 days 00:00:45.476000,0 days 00:00:25.211000,0 days 01:42:48.219000,0 days 01:43:33.695000,0 days 01:43:58.906000,177.0,193.0,319.0,328.0,HARD,25.0,True,0 days 01:42:04.862000,McLaren,RIC,1,False,2021-06-06 13:12:04.871,114.04400000000001,6124.862,6150.28434783
