,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
88,0 days 01:41:48.724000,44,0 days 00:01:45.395000,38.0,2.0,,,0 days 00:00:37.480000,0 days 00:00:42.573000,0 days 00:00:25.342000,0 days 01:40:40.809000,0 days 01:41:23.382000,0 days 01:41:48.724000,204.0,226.0,313.0,316.0,MEDIUM,25.0,True,0 days 01:40:03.329000,Mercedes,HAM,1,True,2019-04-28 13:20:03.576
89,0 days 01:43:34.472000,44,0 days 00:01:45.748000,39.0,2.0,,,0 days 00:00:37.806000,0 days 00:00:42.442000,0 days 00:00:25.500000,0 days 01:42:26.530000,0 days 01:43:08.972000,0 days 01:43:34.472000,205.0,228.0,308.0,315.0,MEDIUM,26.0,True,0 days 01:41:48.724000,Mercedes,HAM,2,True,2019-04-28 13:21:48.971
90,0 days 01:45:58.203000,44,0 days 00:02:23.731000,40.0,2.0,,,0 days 00:00:48.353000,0 days 00:00:55.357000,0 days 00:00:40.021000,0 days 01:44:22.825000,0 days 01:45:18.182000,0 days 01:45:58.203000,160.0,135.0,189.0,196.0,MEDIUM,27.0,True,0 days 01:43:34.472000,Mercedes,HAM,26,False,2019-04-28 13:23:34.719
91,0 days 01:48:04.401000,44,0 days 00:02:06.198000,41.0,2.0,,,0 days 00:00:51.564000,0 days 00:00:49.212000,0 days 00:00:25.422000,0 days 01:46:49.767000,0 days 01:47:38.979000,0 days 01:48:04.401000,151.0,224.0,317.0,315.0,MEDIUM,28.0,True,0 days 01:45:58.203000,Mercedes,HAM,67,False,2019-04-28 13:25:58.450
92,0 days 01:49:49.691000,44,0 days 00:01:45.290000,42.0,2.0,,,0 days 00:00:37.517000,0 days 00:00:42.478000,0 days 00:00:25.295000,0 days 01:48:41.918000,0 days 01:49:24.396000,0 days 01:49:49.691000,204.0,223.0,308.0,316.0,MEDIUM,29.0,True,0 days 01:48:04.401000,Mercedes,HAM,1,True,2019-04-28 13:28:04.648
93,0 days 01:51:34.723000,44,0 days 00:01:45.032000,43.0,2.0,,,0 days 00:00:37.576000,0 days 00:00:42.660000,0 days 00:00:24.796000,0 days 01:50:27.267000,0 days 01:51:09.927000,0 days 01:51:34.723000,205.0,223.0,332.0,321.0,MEDIUM,30.0,True,0 days 01:49:49.691000,Mercedes,HAM,1,True,2019-04-28 13:29:49.938
94,0 days 01:53:19.307000,44,0 days 00:01:44.584000,44.0,2.0,,,0 days 00:00:37.206000,0 days 00:00:42.097000,0 days 00:00:25.281000,0 days 01:52:11.929000,0 days 01:52:54.026000,0 days 01:53:19.307000,209.0,238.0,308.0,314.0,MEDIUM,31.0,True,0 days 01:51:34.723000,Mercedes,HAM,1,True,2019-04-28 13:31:34.970
95,0 days 01:55:03.930000,44,0 days 00:01:44.623000,45.0,2.0,,,0 days 00:00:37.262000,0 days 00:00:42.059000,0 days 00:00:25.302000,0 days 01:53:56.569000,0 days 01:54:38.628000,0 days 01:55:03.930000,204.0,232.0,308.0,314.0,MEDIUM,32.0,True,0 days 01:53:19.307000,Mercedes,HAM,1,True,2019-04-28 13:33:19.554
96,0 days 01:56:48.816000,44,0 days 00:01:44.886000,46.0,2.0,,,0 days 00:00:37.344000,0 days 00:00:42.221000,0 days 00:00:25.321000,0 days 01:55:41.274000,0 days 01:56:23.495000,0 days 01:56:48.816000,212.0,237.0,306.0,314.0,MEDIUM,33.0,True,0 days 01:55:03.930000,Mercedes,HAM,1,True,2019-04-28 13:35:04.177
97,0 days 01:58:33.830000,44,0 days 00:01:45.014000,47.0,2.0,,,0 days 00:00:37.455000,0 days 00:00:42.178000,0 days 00:00:25.381000,0 days 01:57:26.271000,0 days 01:58:08.449000,0 days 01:58:33.830000,207.0,234.0,308.0,314.0,MEDIUM,34.0,True,0 days 01:56:48.816000,Mercedes,HAM,1,True,2019-04-28 13:36:49.063
98,0 days 02:00:17.996000,44,0 days 00:01:44.166000,48.0,2.0,,,0 days 00:00:37.198000,0 days 00:00:41.926000,0 days 00:00:25.042000,0 days 01:59:11.028000,0 days 01:59:52.954000,0 days 02:00:17.996000,215.0,238.0,324.0,315.0,MEDIUM,35.0,True,0 days 01:58:33.830000,Mercedes,HAM,1,True,2019-04-28 13:38:34.077
99,0 days 02:02:02.632000,44,0 days 00:01:44.636000,49.0,2.0,,,0 days 00:00:37.102000,0 days 00:00:42.290000,0 days 00:00:25.244000,0 days 02:00:55.098000,0 days 02:01:37.388000,0 days 02:02:02.632000,205.0,237.0,311.0,315.0,MEDIUM,36.0,True,0 days 02:00:17.996000,Mercedes,HAM,1,True,2019-04-28 13:40:18.243
100,0 days 02:03:47.324000,44,0 days 00:01:44.692000,50.0,2.0,,,0 days 00:00:37.035000,0 days 00:00:42.005000,0 days 00:00:25.652000,0 days 02:02:39.667000,0 days 02:03:21.672000,0 days 02:03:47.324000,214.0,234.0,311.0,315.0,MEDIUM,37.0,True,0 days 02:02:02.632000,Mercedes,HAM,1,True,2019-04-28 13:42:02.879
101,0 days 02:05:32.113000,44,0 days 00:01:44.789000,51.0,2.0,,,0 days 00:00:37.139000,0 days 00:00:42.224000,0 days 00:00:25.426000,0 days 02:04:24.463000,0 days 02:05:06.687000,0 days 02:05:32.113000,213.0,237.0,267.0,315.0,MEDIUM,38.0,True,0 days 02:03:47.324000,Mercedes,HAM,1,True,2019-04-28 13:43:47.571
102,0 days 00:35:31.196000,5,,1.0,1.0,0 days 00:00:04.160000,,,0 days 00:00:44.677000,0 days 00:00:25.693000,,0 days 00:35:05.534000,0 days 00:35:31.642000,188.0,204.0,318.0,316.0,SOFT,6.0,False,0 days 00:33:37.411000,Ferrari,VET,1,False,2019-04-28 12:13:37.658
103,0 days 00:37:20.900000,5,0 days 00:01:49.704000,2.0,1.0,,,0 days 00:00:39.443000,0 days 00:00:44.419000,0 days 00:00:25.842000,0 days 00:36:10.639000,0 days 00:36:55.058000,0 days 00:37:20.900000,193.0,206.0,314.0,312.0,SOFT,7.0,False,0 days 00:35:31.196000,Ferrari,VET,1,True,2019-04-28 12:15:31.443
104,0 days 00:39:09.932000,5,0 days 00:01:49.032000,3.0,1.0,,,0 days 00:00:38.745000,0 days 00:00:44.088000,0 days 00:00:26.199000,0 days 00:37:59.645000,0 days 00:38:43.733000,0 days 00:39:09.932000,199.0,229.0,310.0,309.0,SOFT,8.0,False,0 days 00:37:20.900000,Ferrari,VET,1,True,2019-04-28 12:17:21.147
105,0 days 00:40:58.288000,5,0 days 00:01:48.356000,4.0,1.0,,,0 days 00:00:38.510000,0 days 00:00:43.949000,0 days 00:00:25.897000,0 days 00:39:48.442000,0 days 00:40:32.391000,0 days 00:40:58.288000,201.0,206.0,313.0,311.0,SOFT,9.0,False,0 days 00:39:09.932000,Ferrari,VET,1,True,2019-04-28 12:19:10.179
106,0 days 00:42:47.509000,5,0 days 00:01:49.221000,5.0,1.0,,,0 days 00:00:38.684000,0 days 00:00:43.892000,0 days 00:00:26.645000,0 days 00:41:36.972000,0 days 00:42:20.864000,0 days 00:42:47.509000,209.0,232.0,313.0,310.0,SOFT,10.0,False,0 days 00:40:58.288000,Ferrari,VET,1,True,2019-04-28 12:20:58.535
107,0 days 00:44:36.666000,5,0 days 00:01:49.157000,6.0,1.0,,,0 days 00:00:38.512000,0 days 00:00:44.539000,0 days 00:00:26.106000,0 days 00:43:26.021000,0 days 00:44:10.560000,0 days 00:44:36.666000,204.0,217.0,312.0,309.0,SOFT,11.0,False,0 days 00:42:47.509000,Ferrari,VET,1,True,2019-04-28 12:22:47.756
108,0 days 00:46:24.942000,5,0 days 00:01:48.276000,7.0,1.0,,,0 days 00:00:38.479000,0 days 00:00:43.801000,0 days 00:00:25.996000,0 days 00:45:15.145000,0 days 00:45:58.946000,0 days 00:46:24.942000,205.0,218.0,314.0,309.0,SOFT,12.0,False,0 days 00:44:36.666000,Ferrari,VET,1,True,2019-04-28 12:24:36.913
109,0 days 00:48:13.882000,5,0 days 00:01:48.940000,8.0,1.0,,,0 days 00:00:38.474000,0 days 00:00:44.024000,0 days 00:00:26.442000,0 days 00:47:03.416000,0 days 00:47:47.440000,0 days 00:48:13.882000,198.0,224.0,312.0,307.0,SOFT,13.0,False,0 days 00:46:24.942000,Ferrari,VET,1,True,2019-04-28 12:26:25.189
110,0 days 00:50:02.891000,5,0 days 00:01:49.009000,9.0,1.0,,,0 days 00:00:38.574000,0 days 00:00:44.371000,0 days 00:00:26.064000,0 days 00:48:52.456000,0 days 00:49:36.827000,0 days 00:50:02.891000,201.0,211.0,313.0,309.0,SOFT,14.0,False,0 days 00:48:13.882000,Ferrari,VET,1,True,2019-04-28 12:28:14.129
111,0 days 00:51:52.381000,5,0 days 00:01:49.490000,10.0,1.0,,,0 days 00:00:38.649000,0 days 00:00:44.689000,0 days 00:00:26.152000,0 days 00:50:41.540000,0 days 00:51:26.229000,0 days 00:51:52.381000,202.0,212.0,312.0,309.0,SOFT,15.0,False,0 days 00:50:02.891000,Ferrari,VET,1,True,2019-04-28 12:30:03.138
112,0 days 00:53:47.185000,5,0 days 00:01:54.804000,11.0,1.0,,0 days 00:53:45.945000,0 days 00:00:39.118000,0 days 00:00:44.826000,0 days 00:00:30.860000,0 days 00:52:31.499000,0 days 00:53:16.325000,0 days 00:53:47.185000,187.0,219.0,,307.0,SOFT,16.0,False,0 days 00:51:52.381000,Ferrari,VET,1,False,2019-04-28 12:31:52.628
113,0 days 00:55:50.909000,5,0 days 00:02:03.724000,12.0,2.0,0 days 00:54:05.871000,,0 days 00:00:54.170000,0 days 00:00:43.450000,0 days 00:00:26.104000,0 days 00:54:41.355000,0 days 00:55:24.805000,0 days 00:55:50.909000,202.0,215.0,310.0,306.0,MEDIUM,1.0,True,0 days 00:53:47.185000,Ferrari,VET,1,False,2019-04-28 12:33:47.432
114,0 days 00:57:37.840000,5,0 days 00:01:46.931000,13.0,2.0,,,0 days 00:00:37.982000,0 days 00:00:43.008000,0 days 00:00:25.941000,0 days 00:56:28.891000,0 days 00:57:11.899000,0 days 00:57:37.840000,,217.0,309.0,309.0,MEDIUM,2.0,True,0 days 00:55:50.909000,Ferrari,VET,1,True,2019-04-28 12:35:51.156
115,0 days 00:59:24.692000,5,0 days 00:01:46.852000,14.0,2.0,,,0 days 00:00:37.890000,0 days 00:00:43.227000,0 days 00:00:25.735000,0 days 00:58:15.730000,0 days 00:58:58.957000,0 days 00:59:24.692000,197.0,210.0,316.0,314.0,MEDIUM,3.0,True,0 days 00:57:37.840000,Ferrari,VET,1,True,2019-04-28 12:37:38.087
116,0 days 01:01:11.784000,5,0 days 00:01:47.092000,15.0,2.0,,,0 days 00:00:38.225000,0 days 00:00:43.056000,0 days 00:00:25.811000,0 days 01:00:02.917000,0 days 01:00:45.973000,0 days 01:01:11.784000,205.0,215.0,312.0,313.0,MEDIUM,4.0,True,0 days 00:59:24.692000,Ferrari,VET,1,True,2019-04-28 12:39:24.939
117,0 days 01:02:58.792000,5,0 days 00:01:47.008000,16.0,2.0,,,0 days 00:00:38.112000,0 days 00:00:43.151000,0 days 00:00:25.745000,0 days 01:01:49.896000,0 days 01:02:33.047000,0 days 01:02:58.792000,203.0,205.0,313.0,313.0,MEDIUM,5.0,True,0 days 01:01:11.784000,Ferrari,VET,1,True,2019-04-28 12:41:12.031
118,0 days 01:04:45.384000,5,0 days 00:01:46.592000,17.0,2.0,,,0 days 00:00:37.800000,0 days 00:00:42.973000,0 days 00:00:25.819000,0 days 01:03:36.592000,0 days 01:04:19.565000,0 days 01:04:45.384000,212.0,205.0,311.0,313.0,MEDIUM,6.0,True,0 days 01:02:58.792000,Ferrari,VET,1,True,2019-04-28 12:42:59.039
119,0 days 01:06:31.917000,5,0 days 00:01:46.533000,18.0,2.0,,,0 days 00:00:37.815000,0 days 00:00:42.938000,0 days 00:00:25.780000,0 days 01:05:23.199000,0 days 01:06:06.137000,0 days 01:06:31.917000,204.0,219.0,309.0,312.0,MEDIUM,7.0,True,0 days 01:04:45.384000,Ferrari,VET,1,True,2019-04-28 12:44:45.631
120,0 days 01:08:17.854000,5,0 days 00:01:45.937000,19.0,2.0,,,0 days 00:00:37.499000,0 days 00:00:42.710000,0 days 00:00:25.728000,0 days 01:07:09.416000,0 days 01:07:52.126000,0 days 01:08:17.854000,205.0,214.0,311.0,313.0,MEDIUM,8.0,True,0 days 01:06:31.917000,Ferrari,VET,1,True,2019-04-28 12:46:32.164
121,0 days 01:10:03.925000,5,0 days 00:01:46.071000,20.0,2.0,,,0 days 00:00:37.767000,0 days 00:00:42.653000,0 days 00:00:25.651000,0 days 01:08:55.621000,0 days 01:09:38.274000,0 days 01:10:03.925000,209.0,215.0,313.0,313.0,MEDIUM,9.0,True,0 days 01:08:17.854000,Ferrari,VET,1,True,2019-04-28 12:48:18.101
122,0 days 01:11:49.720000,5,0 days 00:01:45.795000,21.0,2.0,,,0 days 00:00:37.513000,0 days 00:00:42.604000,0 days 00:00:25.678000,0 days 01:10:41.438000,0 days 01:11:24.042000,0 days 01:11:49.720000,208.0,221.0,313.0,313.0,MEDIUM,10.0,True,0 days 01:10:03.925000,Ferrari,VET,1,True,2019-04-28 12:50:04.172
123,0 days 01:13:35.643000,5,0 days 00:01:45.923000,22.0,2.0,,,0 days 00:00:37.506000,0 days 00:00:42.784000,0 days 00:00:25.633000,0 days 01:12:27.226000,0 days 01:13:10.010000,0 days 01:13:35.643000,209.0,214.0,316.0,313.0,MEDIUM,11.0,True,0 days 01:11:49.720000,Ferrari,VET,1,True,2019-04-28 12:51:49.967
124,0 days 01:15:21.823000,5,0 days 00:01:46.180000,23.0,2.0,,,0 days 00:00:37.669000,0 days 00:00:42.895000,0 days 00:00:25.616000,0 days 01:14:13.312000,0 days 01:14:56.207000,0 days 01:15:21.823000,206.0,212.0,317.0,314.0,MEDIUM,12.0,True,0 days 01:13:35.643000,Ferrari,VET,1,True,2019-04-28 12:53:35.890
125,0 days 01:17:07.630000,5,0 days 00:01:45.807000,24.0,2.0,,,0 days 00:00:37.475000,0 days 00:00:42.767000,0 days 00:00:25.565000,0 days 01:15:59.298000,0 days 01:16:42.065000,0 days 01:17:07.630000,208.0,211.0,318.0,315.0,MEDIUM,13.0,True,0 days 01:15:21.823000,Ferrari,VET,1,True,2019-04-28 12:55:22.070
126,0 days 01:18:53.933000,5,0 days 00:01:46.303000,25.0,2.0,,,0 days 00:00:37.746000,0 days 00:00:42.896000,0 days 00:00:25.661000,0 days 01:17:45.376000,0 days 01:18:28.272000,0 days 01:18:53.933000,206.0,215.0,316.0,313.0,MEDIUM,14.0,True,0 days 01:17:07.630000,Ferrari,VET,1,True,2019-04-28 12:57:07.877
127,0 days 01:20:39.922000,5,0 days 00:01:45.989000,26.0,2.0,,,0 days 00:00:37.584000,0 days 00:00:42.766000,0 days 00:00:25.639000,0 days 01:19:31.517000,0 days 01:20:14.283000,0 days 01:20:39.922000,211.0,220.0,314.0,314.0,MEDIUM,15.0,True,0 days 01:18:53.933000,Ferrari,VET,1,True,2019-04-28 12:58:54.180
128,0 days 01:22:25.562000,5,0 days 00:01:45.640000,27.0,2.0,,,0 days 00:00:37.448000,0 days 00:00:42.586000,0 days 00:00:25.606000,0 days 01:21:17.370000,0 days 01:21:59.956000,0 days 01:22:25.562000,215.0,217.0,316.0,313.0,MEDIUM,16.0,True,0 days 01:20:39.922000,Ferrari,VET,1,True,2019-04-28 13:00:40.169
129,0 days 01:24:11.297000,5,0 days 00:01:45.735000,28.0,2.0,,,0 days 00:00:37.312000,0 days 00:00:42.805000,0 days 00:00:25.618000,0 days 01:23:02.874000,0 days 01:23:45.679000,0 days 01:24:11.297000,209.0,208.0,316.0,313.0,MEDIUM,17.0,True,0 days 01:22:25.562000,Ferrari,VET,1,True,2019-04-28 13:02:25.809
130,0 days 01:25:56.967000,5,0 days 00:01:45.670000,29.0,2.0,,,0 days 00:00:37.401000,0 days 00:00:42.697000,0 days 00:00:25.572000,0 days 01:24:48.698000,0 days 01:25:31.395000,0 days 01:25:56.967000,210.0,213.0,317.0,314.0,MEDIUM,18.0,True,0 days 01:24:11.297000,Ferrari,VET,1,True,2019-04-28 13:04:11.544
131,0 days 01:27:42.604000,5,0 days 00:01:45.637000,30.0,2.0,,,0 days 00:00:37.458000,0 days 00:00:42.601000,0 days 00:00:25.578000,0 days 01:26:34.425000,0 days 01:27:17.026000,0 days 01:27:42.604000,211.0,218.0,315.0,314.0,MEDIUM,19.0,True,0 days 01:25:56.967000,Ferrari,VET,1,True,2019-04-28 13:05:57.214
132,0 days 01:29:28.356000,5,0 days 00:01:45.752000,31.0,2.0,,,0 days 00:00:37.528000,0 days 00:00:42.663000,0 days 00:00:25.561000,0 days 01:28:20.132000,0 days 01:29:02.795000,0 days 01:29:28.356000,216.0,217.0,316.0,313.0,MEDIUM,20.0,True,0 days 01:27:42.604000,Ferrari,VET,2,True,2019-04-28 13:07:42.851
133,0 days 01:31:15.114000,5,0 days 00:01:46.758000,32.0,2.0,,,0 days 00:00:38.369000,0 days 00:00:42.964000,0 days 00:00:25.425000,0 days 01:30:06.725000,0 days 01:30:49.689000,0 days 01:31:15.114000,212.0,210.0,320.0,315.0,MEDIUM,21.0,True,0 days 01:29:28.356000,Ferrari,VET,2,True,2019-04-28 13:09:28.603
134,0 days 01:33:02.593000,5,0 days 00:01:47.479000,33.0,2.0,,,0 days 00:00:38.295000,0 days 00:00:43.959000,0 days 00:00:25.225000,0 days 01:31:53.409000,0 days 01:32:37.368000,0 days 01:33:02.593000,187.0,207.0,335.0,320.0,MEDIUM,22.0,True,0 days 01:31:15.114000,Ferrari,VET,2,True,2019-04-28 13:11:15.361
135,0 days 01:34:48.679000,5,0 days 00:01:46.086000,34.0,2.0,,,0 days 00:00:37.694000,0 days 00:00:42.786000,0 days 00:00:25.606000,0 days 01:33:40.287000,0 days 01:34:23.073000,0 days 01:34:48.679000,209.0,216.0,313.0,313.0,MEDIUM,23.0,True,0 days 01:33:02.593000,Ferrari,VET,1,True,2019-04-28 13:13:02.840
136,0 days 01:36:34.373000,5,0 days 00:01:45.694000,35.0,2.0,,,0 days 00:00:37.649000,0 days 00:00:42.617000,0 days 00:00:25.428000,0 days 01:35:26.328000,0 days 01:36:08.945000,0 days 01:36:34.373000,206.0,216.0,318.0,316.0,MEDIUM,24.0,True,0 days 01:34:48.679000,Ferrari,VET,1,True,2019-04-28 13:14:48.926
137,0 days 01:38:19.872000,5,0 days 00:01:45.499000,36.0,2.0,,,0 days 00:00:37.375000,0 days 00:00:42.595000,0 days 00:00:25.529000,0 days 01:37:11.748000,0 days 01:37:54.343000,0 days 01:38:19.872000,215.0,210.0,319.0,314.0,MEDIUM,25.0,True,0 days 01:36:34.373000,Ferrari,VET,1,True,2019-04-28 13:16:34.620
138,0 days 01:40:05.304000,5,0 days 00:01:45.432000,37.0,2.0,,,0 days 00:00:37.414000,0 days 00:00:42.518000,0 days 00:00:25.500000,0 days 01:38:57.286000,0 days 01:39:39.804000,0 days 01:40:05.304000,211.0,218.0,318.0,314.0,MEDIUM,26.0,True,0 days 01:38:19.872000,Ferrari,VET,1,True,2019-04-28 13:18:20.119
139,0 days 01:41:51.084000,5,0 days 00:01:45.780000,38.0,2.0,,,0 days 00:00:37.436000,0 days 00:00:42.815000,0 days 00:00:25.529000,0 days 01:40:42.740000,0 days 01:41:25.555000,0 days 01:41:51.084000,207.0,214.0,316.0,315.0,MEDIUM,27.0,True,0 days 01:40:05.304000,Ferrari,VET,1,True,2019-04-28 13:20:05.551
140,0 days 01:43:37.613000,5,0 days 00:01:46.529000,39.0,2.0,,,0 days 00:00:37.628000,0 days 00:00:43.261000,0 days 00:00:25.640000,0 days 01:42:28.712000,0 days 01:43:11.973000,0 days 01:43:37.613000,199.0,219.0,313.0,313.0,MEDIUM,28.0,True,0 days 01:41:51.084000,Ferrari,VET,2,True,2019-04-28 13:21:51.331
141,0 days 01:46:02.447000,5,0 days 00:02:24.834000,40.0,2.0,,,0 days 00:00:49.988000,0 days 00:00:55.374000,0 days 00:00:39.472000,0 days 01:44:27.601000,0 days 01:45:22.975000,0 days 01:46:02.447000,148.0,166.0,202.0,193.0,MEDIUM,29.0,True,0 days 01:43:37.613000,Ferrari,VET,26,False,2019-04-28 13:23:37.860
142,0 days 01:48:07.103000,5,0 days 00:02:04.656000,41.0,2.0,,,0 days 00:00:52.037000,0 days 00:00:47.036000,0 days 00:00:25.583000,0 days 01:46:54.484000,0 days 01:47:41.520000,0 days 01:48:07.103000,166.0,213.0,314.0,313.0,MEDIUM,30.0,True,0 days 01:46:02.447000,Ferrari,VET,67,False,2019-04-28 13:26:02.694
143,0 days 01:49:52.047000,5,0 days 00:01:44.944000,42.0,2.0,,,0 days 00:00:37.216000,0 days 00:00:42.262000,0 days 00:00:25.466000,0 days 01:48:44.319000,0 days 01:49:26.581000,0 days 01:49:52.047000,220.0,218.0,317.0,313.0,MEDIUM,31.0,True,0 days 01:48:07.103000,Ferrari,VET,1,True,2019-04-28 13:28:07.350
144,0 days 01:51:37.645000,5,0 days 00:01:45.598000,43.0,2.0,,,0 days 00:00:37.323000,0 days 00:00:42.879000,0 days 00:00:25.396000,0 days 01:50:29.370000,0 days 01:51:12.249000,0 days 01:51:37.645000,200.0,219.0,318.0,314.0,MEDIUM,32.0,True,0 days 01:49:52.047000,Ferrari,VET,1,True,2019-04-28 13:29:52.294
145,0 days 01:53:22.479000,5,0 days 00:01:44.834000,44.0,2.0,,,0 days 00:00:37.005000,0 days 00:00:42.731000,0 days 00:00:25.098000,0 days 01:52:14.650000,0 days 01:52:57.381000,0 days 01:53:22.479000,208.0,213.0,334.0,317.0,MEDIUM,33.0,True,0 days 01:51:37.645000,Ferrari,VET,1,True,2019-04-28 13:31:37.892
146,0 days 01:55:08.038000,5,0 days 00:01:45.559000,45.0,2.0,,,0 days 00:00:37.527000,0 days 00:00:42.423000,0 days 00:00:25.609000,0 days 01:54:00.006000,0 days 01:54:42.429000,0 days 01:55:08.038000,213.0,222.0,314.0,310.0,MEDIUM,34.0,True,0 days 01:53:22.479000,Ferrari,VET,1,True,2019-04-28 13:33:22.726
147,0 days 01:56:52.667000,5,0 days 00:01:44.629000,46.0,2.0,,,0 days 00:00:37.030000,0 days 00:00:42.287000,0 days 00:00:25.312000,0 days 01:55:45.068000,0 days 01:56:27.355000,0 days 01:56:52.667000,211.0,211.0,317.0,316.0,MEDIUM,35.0,True,0 days 01:55:08.038000,Ferrari,VET,1,True,2019-04-28 13:35:08.285
148,0 days 01:58:37.915000,5,0 days 00:01:45.248000,47.0,2.0,,,0 days 00:00:37.457000,0 days 00:00:42.283000,0 days 00:00:25.508000,0 days 01:57:30.124000,0 days 01:58:12.407000,0 days 01:58:37.915000,206.0,223.0,316.0,312.0,MEDIUM,36.0,True,0 days 01:56:52.667000,Ferrari,VET,1,True,2019-04-28 13:36:52.914
149,0 days 02:00:23.005000,5,0 days 00:01:45.090000,48.0,2.0,,,0 days 00:00:37.220000,0 days 00:00:42.409000,0 days 00:00:25.461000,0 days 01:59:15.135000,0 days 01:59:57.544000,0 days 02:00:23.005000,216.0,216.0,315.0,311.0,MEDIUM,37.0,True,0 days 01:58:37.915000,Ferrari,VET,1,True,2019-04-28 13:38:38.162
150,0 days 02:02:08.243000,5,0 days 00:01:45.238000,49.0,2.0,,,0 days 00:00:37.296000,0 days 00:00:42.314000,0 days 00:00:25.628000,0 days 02:01:00.301000,0 days 02:01:42.615000,0 days 02:02:08.243000,210.0,222.0,311.0,310.0,MEDIUM,38.0,True,0 days 02:00:23.005000,Ferrari,VET,1,True,2019-04-28 13:40:23.252
151,0 days 02:03:54.169000,5,0 days 00:01:45.926000,50.0,2.0,,,0 days 00:00:37.545000,0 days 00:00:42.744000,0 days 00:00:25.637000,0 days 02:02:45.788000,0 days 02:03:28.532000,0 days 02:03:54.169000,205.0,219.0,313.0,310.0,MEDIUM,39.0,True,0 days 02:02:08.243000,Ferrari,VET,1,True,2019-04-28 13:42:08.490
152,0 days 02:05:42.334000,5,0 days 00:01:48.165000,51.0,2.0,,,0 days 00:00:37.813000,0 days 00:00:43.819000,0 days 00:00:26.533000,0 days 02:04:31.982000,0 days 02:05:15.801000,0 days 02:05:42.334000,208.0,204.0,234.0,307.0,MEDIUM,40.0,True,0 days 02:03:54.169000,Ferrari,VET,1,True,2019-04-28 13:43:54.416
153,0 days 00:35:33.534000,33,,1.0,1.0,0 days 00:00:04.160000,,,0 days 00:00:44.688000,0 days 00:00:26.723000,,0 days 00:35:07.018000,0 days 00:35:33.769000,180.0,211.0,316.0,314.0,SOFT,5.0,False,0 days 00:33:37.411000,Red Bull,VER,1,False,2019-04-28 12:13:37.658
154,0 days 00:37:22.772000,33,0 days 00:01:49.238000,2.0,1.0,,,0 days 00:00:39.147000,0 days 00:00:44.309000,0 days 00:00:25.782000,0 days 00:36:12.681000,0 days 00:36:56.990000,0 days 00:37:22.772000,192.0,203.0,318.0,319.0,SOFT,6.0,False,0 days 00:35:33.534000,Red Bull,VER,1,True,2019-04-28 12:15:33.781
155,0 days 00:39:12.324000,33,0 days 00:01:49.552000,3.0,1.0,,,0 days 00:00:39.553000,0 days 00:00:44.312000,0 days 00:00:25.687000,0 days 00:38:02.325000,0 days 00:38:46.637000,0 days 00:39:12.324000,190.0,207.0,330.0,318.0,SOFT,7.0,False,0 days 00:37:22.772000,Red Bull,VER,1,True,2019-04-28 12:17:23.019
156,0 days 00:41:01.662000,33,0 days 00:01:49.338000,4.0,1.0,,,0 days 00:00:39.659000,0 days 00:00:44.188000,0 days 00:00:25.491000,0 days 00:39:51.983000,0 days 00:40:36.171000,0 days 00:41:01.662000,188.0,214.0,326.0,319.0,SOFT,8.0,False,0 days 00:39:12.324000,Red Bull,VER,1,True,2019-04-28 12:19:12.571
157,0 days 00:42:51.225000,33,0 days 00:01:49.563000,5.0,1.0,,,0 days 00:00:39.563000,0 days 00:00:44.527000,0 days 00:00:25.473000,0 days 00:41:41.225000,0 days 00:42:25.752000,0 days 00:42:51.225000,191.0,200.0,342.0,320.0,SOFT,9.0,False,0 days 00:41:01.662000,Red Bull,VER,1,True,2019-04-28 12:21:01.909
158,0 days 00:44:40.793000,33,0 days 00:01:49.568000,6.0,1.0,,,0 days 00:00:39.088000,0 days 00:00:44.338000,0 days 00:00:26.142000,0 days 00:43:30.313000,0 days 00:44:14.651000,0 days 00:44:40.793000,189.0,205.0,307.0,309.0,SOFT,10.0,False,0 days 00:42:51.225000,Red Bull,VER,1,True,2019-04-28 12:22:51.472
159,0 days 00:46:28.966000,33,0 days 00:01:48.173000,7.0,1.0,,,0 days 00:00:38.595000,0 days 00:00:43.603000,0 days 00:00:25.975000,0 days 00:45:19.388000,0 days 00:46:02.991000,0 days 00:46:28.966000,207.0,212.0,312.0,309.0,SOFT,11.0,False,0 days 00:44:40.793000,Red Bull,VER,1,True,2019-04-28 12:24:41.040
160,0 days 00:48:17.935000,33,0 days 00:01:48.969000,8.0,1.0,,,0 days 00:00:38.812000,0 days 00:00:44.039000,0 days 00:00:26.118000,0 days 00:47:07.778000,0 days 00:47:51.817000,0 days 00:48:17.935000,210.0,215.0,309.0,308.0,SOFT,12.0,False,0 days 00:46:28.966000,Red Bull,VER,1,True,2019-04-28 12:26:29.213
