DriverNumber,Driver,LapNumber,TotalLaps,LapsRemain,LapTime,Seconds,FuelMultiplier,FB_y,FuelBurnConstant,Adj_FB,Adj_LapTime_FB,quali_delta,Stint,Compound_Label,Compound,TyreLife,TyreLife_perc,FreshTyre,LapStartTime,Team,TrackStatus,LapStartDate,ahead,gap_ahead,race,fq
7,RAI,15,53,38,01:41.4,101.429,1.558,0.62,0.041,99.251,99.871,5.897,1,C2,HARD,15,28.30188679,TRUE,57:18.7,Alfa Romeo,1,27:18.7,27:17.9,0.782,france,93.354
9,MAZ,59,66,7,01:26.6,86.61,0.287,0.62,0.041,85.703,86.323,5.896,3,C2,MEDIUM,17,25.75757576,TRUE,0 days 01:58:39.153000,Haas F1 Team,1,28:39.2,28:03.5,35.643,spain,79.807
77,BOT,9,71,62,01:24.9,84.93,2.542,0.62,0.041,81.768,82.388,5.893,2,C2,HARD,8,11.26760563,TRUE,0 days 01:16:05.911000,Mercedes,1,17:07.3,17:06.6,0.699,mexico,75.875
10,GAS,15,56,41,01:38.0,98.001,1.681,0.62,0.041,95.7,96.32,5.891,2,C2,HARD,11,19.64285714,TRUE,0 days 01:03:05.253000,AlphaTauri,1,33:05.3,33:01.5,3.748,bahrain,89.809
9,MAZ,49,56,7,01:43.6,103.594,0.287,0.62,0.041,102.687,103.307,5.891,4,C3,MEDIUM,13,23.21428571,FALSE,0 days 02:28:18.176000,Haas F1 Team,1,29:19.9,28:02.0,17.884,us,96.796
47,MSC,31,53,22,01:40.4,100.354,0.902,0.62,0.041,98.832,99.452,5.89,2,C2,HARD,16,30.18867925,TRUE,0 days 01:25:04.767000,Haas F1 Team,1,55:04.8,54:46.6,18.157,france,92.942
33,VER,40,53,13,01:37.0,97.033,0.533,0.62,0.041,95.88,96.5,5.89,3,C3,MEDIUM,11,20.75471698,FALSE,0 days 01:38:11.068000,Red Bull,1,08:11.1,08:04.9,6.163,france,89.99
7,RAI,29,53,24,01:40.8,100.847,0.984,0.62,0.041,99.243,99.863,5.889,1,C2,HARD,29,54.71698113,TRUE,0 days 01:21:01.276000,Alfa Romeo,1,51:01.3,50:58.9,2.356,france,93.354
18,STR,53,56,3,01:42.6,102.615,0.123,0.62,0.041,101.872,102.492,5.889,3,C2,HARD,19,33.92857143,TRUE,0 days 02:33:06.454000,Aston Martin,1,34:08.2,34:00.4,7.79,us,95.983
11,PER,20,56,36,01:41.1,101.116,1.476,0.62,0.041,99.02,99.64,5.886,2,C3,MEDIUM,11,19.64285714,FALSE,0 days 01:35:12.068000,Red Bull,1,36:13.8,36:08.0,5.77,us,93.134
5,VET,21,56,35,01:40.0,99.996,1.435,0.62,0.041,97.941,98.561,5.885,1,C3,MEDIUM,21,37.5,TRUE,0 days 01:12:30.007000,Aston Martin,1,42:30.0,42:27.2,2.799,bahrain,92.056
14,ALO,47,53,6,01:38.1,98.087,0.246,0.62,0.041,97.221,97.841,5.881,2,C2,HARD,29,54.71698113,TRUE,0 days 01:50:39.994000,Alpine F1 Team,1,20:40.0,20:38.4,1.564,france,91.34
63,RUS,13,56,43,01:44.0,103.993,1.763,0.62,0.041,101.61,102.23,5.88,2,C2,HARD,,0,TRUE,0 days 01:23:58.537000,Williams,1,25:00.3,24:58.4,1.849,us,95.73
9,MAZ,28,56,28,01:44.4,104.443,1.148,0.62,0.041,102.675,103.295,5.879,3,C3,MEDIUM,4,7.142857143,TRUE,0 days 01:51:23.833000,Haas F1 Team,1,52:25.6,51:48.6,36.938,us,96.796
3,RIC,11,71,60,01:25.7,85.721,2.46,0.62,0.041,82.641,83.261,5.878,2,C2,HARD,10,14.08450704,TRUE,0 days 01:18:56.075000,McLaren,1,19:57.5,19:57.0,0.512,mexico,76.763
31,OCO,51,66,15,01:24.7,84.691,0.615,0.62,0.041,83.456,84.076,5.876,2,C2,MEDIUM,28,42.42424242,TRUE,0 days 01:45:40.889000,Alpine F1 Team,1,15:40.9,15:14.8,26.136,spain,77.58
11,PER,32,53,21,01:37.8,97.801,0.861,0.62,0.041,96.32,96.94,5.875,2,C2,HARD,8,15.09433962,TRUE,0 days 01:25:12.177000,Red Bull,1,55:12.2,54:59.5,12.72,france,90.445
9,MAZ,25,71,46,01:27.7,87.684,1.886,0.62,0.041,85.178,85.798,5.875,2,C2,HARD,12,16.90140845,TRUE,0 days 01:39:08.156000,Haas F1 Team,1,40:09.6,40:00.6,8.953,mexico,79.303
3,RIC,18,53,35,01:39.3,99.309,1.435,0.62,0.041,97.254,97.874,5.872,2,C2,HARD,2,3.773584906,TRUE,0 days 01:02:32.939000,McLaren,1,32:32.9,32:32.3,0.671,france,91.382
18,STR,41,56,15,01:43.1,103.09,0.615,0.62,0.041,101.855,102.475,5.872,3,C2,HARD,7,12.5,TRUE,0 days 02:12:38.953000,Aston Martin,1,13:40.7,13:34.2,6.506,us,95.983
3,RIC,46,56,10,01:40.7,100.71,0.41,0.62,0.041,99.68,100.3,5.872,3,C2,HARD,16,28.57142857,TRUE,0 days 02:19:59.102000,McLaren,1,21:00.9,20:39.1,21.793,us,93.808
5,VET,42,66,24,01:25.6,85.554,0.984,0.62,0.041,83.95,84.57,5.871,3,C3,SOFT,7,10.60606061,FALSE,0 days 01:33:40.065000,Aston Martin,1,03:40.1,03:39.2,0.84,spain,78.079
44,HAM,39,56,17,01:40.3,100.304,0.697,0.62,0.041,98.987,99.607,5.868,3,C2,HARD,2,3.571428571,TRUE,0 days 02:07:29.966000,Mercedes,1,08:31.7,08:22.9,8.819,us,93.119
99,GIO,62,71,9,01:11.8,71.768,0.369,0.62,0.041,70.779,71.399,5.866,2,C2,HARD,39,54.92957746,TRUE,0 days 01:45:46.326000,Alfa Romeo,1,15:46.4,15:41.7,4.655,austria,64.913
63,RUS,21,53,32,01:39.9,99.862,1.312,0.62,0.041,97.93,98.55,5.865,2,C2,HARD,4,7.547169811,TRUE,0 days 01:07:48.358000,Williams,1,37:48.4,37:46.4,1.989,france,92.065
14,ALO,44,72,28,01:17.6,77.587,1.148,0.62,0.041,75.819,76.439,5.863,2,C2,MEDIUM,11,15.27777778,TRUE,0 days 01:57:44.357000,Alpine F1 Team,1,58:44.4,58:42.3,2.1,dutch,69.956
47,MSC,39,53,14,01:40.0,99.999,0.574,0.62,0.041,98.805,99.425,5.863,2,C2,HARD,24,45.28301887,TRUE,0 days 01:38:29.881000,Haas F1 Team,1,08:29.9,08:06.9,23.003,france,92.942
33,VER,5,56,51,01:41.5,101.482,2.091,0.62,0.041,98.771,99.391,5.861,1,C3,MEDIUM,8,14.28571429,FALSE,0 days 01:09:26.020000,Red Bull,1,10:27.8,10:26.8,0.932,us,92.91
11,PER,36,56,20,01:40.4,100.434,0.82,0.62,0.041,98.994,99.614,5.86,3,C2,HARD,,0,TRUE,0 days 02:02:42.947000,Red Bull,1,03:44.7,03:22.5,22.155,us,93.134
9,MAZ,5,53,48,01:42.0,102.001,1.968,0.62,0.041,99.413,100.033,5.859,1,C2,HARD,5,9.433962264,TRUE,40:33.4,Haas F1 Team,1,10:33.4,10:32.0,1.453,france,93.554
7,RAI,25,53,28,01:41.0,100.98,1.148,0.62,0.041,99.212,99.832,5.858,1,C2,HARD,25,47.16981132,TRUE,0 days 01:14:16.149000,Alfa Romeo,1,44:16.2,44:14.8,1.338,france,93.354
63,RUS,4,56,52,01:44.3,104.34,2.132,0.62,0.041,101.588,102.208,5.858,1,C3,MEDIUM,4,7.142857143,TRUE,0 days 01:08:04.591000,Williams,1,09:06.3,09:04.9,1.408,us,95.73
18,STR,62,66,4,01:24.6,84.615,0.164,0.62,0.041,83.831,84.451,5.857,3,C3,SOFT,26,39.39393939,FALSE,0 days 02:01:35.662000,Aston Martin,1,31:35.7,31:19.2,16.491,spain,77.974
22,TSU,25,56,31,01:42.7,102.666,1.271,0.62,0.041,100.775,101.395,5.857,2,C2,HARD,16,28.57142857,TRUE,0 days 01:44:29.163000,AlphaTauri,1,45:30.9,45:20.8,10.081,us,94.918
6,LAT,51,72,21,01:17.4,77.429,0.861,0.62,0.041,75.948,76.568,5.855,4,C1,HARD,28,38.88888889,TRUE,0 days 02:07:15.520000,Williams,1,08:15.5,08:00.4,15.126,dutch,70.093
14,ALO,45,53,8,01:38.1,98.141,0.328,0.62,0.041,97.193,97.813,5.853,2,C2,HARD,27,50.94339623,TRUE,0 days 01:47:23.862000,Alpine F1 Team,1,17:23.9,17:21.9,2.009,france,91.34
31,OCO,11,66,55,01:26.3,86.308,2.255,0.62,0.041,83.433,84.053,5.853,1,C3,SOFT,14,21.21212121,FALSE,49:07.6,Alpine F1 Team,1,19:07.6,19:07.2,0.394,spain,77.58
4,NOR,20,56,36,01:41.8,101.828,1.476,0.62,0.041,99.732,100.352,5.852,2,C2,HARD,,0,TRUE,0 days 01:35:38.977000,McLaren,1,36:40.7,36:36.6,4.123,us,93.88
6,LAT,44,56,12,01:38.9,98.899,0.492,0.62,0.041,97.787,98.407,5.851,3,C3,MEDIUM,12,21.42857143,TRUE,0 days 01:50:50.840000,Williams,1,20:50.8,20:38.2,12.665,bahrain,91.936
16,LEC,55,56,1,01:36.2,96.19,0.041,0.62,0.041,95.529,96.149,5.851,3,C2,HARD,23,41.07142857,TRUE,0 days 02:07:00.018000,Ferrari,1,37:00.0,36:56.6,3.409,bahrain,89.678
31,OCO,8,56,48,01:43.8,103.816,1.968,0.62,0.041,101.228,101.848,5.851,2,C2,HARD,5,8.928571429,TRUE,0 days 01:15:35.983000,Alpine F1 Team,1,16:37.7,16:35.1,2.636,us,95.377
55,SAI,68,72,4,01:16.2,76.171,0.164,0.62,0.041,75.387,76.007,5.85,2,C1,HARD,37,51.38888889,TRUE,0 days 02:27:55.344000,Ferrari,1,28:55.4,28:27.0,28.373,dutch,69.537
22,TSU,48,56,8,01:41.7,101.716,0.328,0.62,0.041,100.768,101.388,5.85,3,C2,HARD,,0,TRUE,0 days 02:24:13.330000,AlphaTauri,1,25:15.1,24:29.1,45.961,us,94.918
18,STR,13,56,43,01:44.2,104.213,1.763,0.62,0.041,101.83,102.45,5.847,1,C3,MEDIUM,13,23.21428571,TRUE,0 days 01:23:46.282000,Aston Martin,1,24:48.0,24:45.6,2.47,us,95.983
11,PER,7,56,49,01:41.6,101.608,2.009,0.62,0.041,98.979,99.599,5.845,1,C3,MEDIUM,10,17.85714286,FALSE,0 days 01:12:52.073000,Red Bull,1,13:53.8,13:51.1,2.741,us,93.134
11,PER,22,56,34,01:41.0,100.993,1.394,0.62,0.041,98.979,99.599,5.845,2,C3,MEDIUM,13,23.21428571,FALSE,0 days 01:38:34.511000,Red Bull,1,39:36.3,39:29.3,6.974,us,93.134
3,RIC,23,56,33,01:41.6,101.626,1.353,0.62,0.041,99.653,100.273,5.845,2,C2,HARD,12,21.42857143,TRUE,0 days 01:40:39.404000,McLaren,1,41:41.2,41:29.1,12.009,us,93.808
10,GAS,66,72,6,01:16.2,76.185,0.246,0.62,0.041,75.319,75.939,5.841,2,C2,MEDIUM,42,58.33333333,TRUE,0 days 02:24:46.499000,AlphaTauri,1,25:46.5,25:03.4,43.099,dutch,69.478
31,OCO,36,53,17,01:38.9,98.894,0.697,0.62,0.041,97.577,98.197,5.841,2,C3,MEDIUM,11,20.75471698,FALSE,0 days 01:32:54.441000,Alpine F1 Team,1,02:54.4,02:50.6,3.865,france,91.736
55,SAI,9,56,47,01:38.4,98.396,1.927,0.62,0.041,95.849,96.469,5.84,1,C4,SOFT,12,21.42857143,FALSE,52:38.4,Ferrari,1,22:38.4,22:37.6,0.859,bahrain,90.009
16,LEC,42,53,11,01:37.9,97.898,0.451,0.62,0.041,96.827,97.447,5.84,3,C3,MEDIUM,7,13.20754717,FALSE,0 days 01:42:57.760000,Ferrari,1,12:57.8,12:52.2,5.527,france,90.987
18,STR,29,56,27,01:43.6,103.55,1.107,0.62,0.041,101.823,102.443,5.84,2,C3,MEDIUM,11,19.64285714,TRUE,0 days 01:51:51.564000,Aston Martin,1,52:53.3,52:52.6,0.739,us,95.983
63,RUS,2,78,76,01:21.4,81.405,3.116,0.62,0.041,77.669,78.289,5.839,1,C4,MEDIUM,2,2.564102564,TRUE,34:29.7,Williams,1,04:30.5,04:29.7,0.794,monaco,71.83
33,VER,21,56,35,01:40.8,100.802,1.435,0.62,0.041,98.747,99.367,5.837,2,C2,HARD,11,19.64285714,TRUE,0 days 01:36:41.067000,Red Bull,1,37:42.8,LEAD,LEAD!,us,92.91
77,BOT,43,56,13,01:40.5,100.464,0.533,0.62,0.041,99.311,99.931,5.836,3,C2,HARD,,0,TRUE,0 days 02:14:59.775000,Mercedes,1,16:01.5,16:00.3,1.241,us,93.475
47,MSC,63,66,3,01:25.7,85.695,0.123,0.62,0.041,84.952,85.572,5.835,3,C2,MEDIUM,13,19.6969697,TRUE,0 days 02:03:40.406000,Haas F1 Team,1,33:40.4,33:30.5,9.909,spain,79.117
14,ALO,15,56,41,01:43.9,103.889,1.681,0.62,0.041,101.588,102.208,5.832,2,C2,HARD,8,14.28571429,TRUE,0 days 01:27:23.036000,Alpine F1 Team,1,28:24.8,28:24.0,0.753,us,95.756
63,RUS,20,53,33,01:39.9,99.867,1.353,0.62,0.041,97.894,98.514,5.829,2,C2,HARD,3,5.660377358,TRUE,0 days 01:06:08.491000,Williams,1,36:08.5,36:05.7,2.749,france,92.065
77,BOT,38,71,33,01:23.7,83.676,1.353,0.62,0.041,81.703,82.323,5.828,2,C2,HARD,37,52.11267606,TRUE,0 days 01:56:23.277000,Mercedes,1,57:24.7,57:24.0,0.645,mexico,75.875
16,LEC,57,71,14,01:23.8,83.77,0.574,0.62,0.041,82.576,83.196,5.828,2,C2,HARD,27,38.02816901,TRUE,0 days 02:21:41.839000,Ferrari,1,22:43.2,22:32.4,10.818,mexico,76.748
47,MSC,45,53,8,01:39.7,99.717,0.328,0.62,0.041,98.769,99.389,5.827,2,C2,HARD,30,56.60377358,TRUE,0 days 01:48:28.666000,Haas F1 Team,1,18:28.7,18:05.2,23.435,france,92.942
31,OCO,34,53,19,01:39.0,98.961,0.779,0.62,0.041,97.562,98.182,5.826,2,C3,MEDIUM,9,16.98113208,FALSE,0 days 01:29:36.791000,Alpine F1 Team,1,59:36.8,59:28.1,8.666,france,91.736
99,GIO,16,56,40,01:43.9,103.88,1.64,0.62,0.041,101.62,102.24,5.826,2,C3,MEDIUM,11,19.64285714,FALSE,0 days 01:29:06.177000,Alfa Romeo,1,30:07.9,30:02.4,5.536,us,95.794
5,VET,24,56,32,01:43.0,103.038,1.312,0.62,0.041,101.106,101.726,5.825,2,C3,MEDIUM,9,16.07142857,FALSE,0 days 01:43:02.621000,Aston Martin,1,44:04.4,44:02.3,2.115,us,95.281
5,VET,37,56,19,01:42.5,102.504,0.779,0.62,0.041,101.105,101.725,5.824,2,C3,MEDIUM,22,39.28571429,FALSE,0 days 02:05:23.898000,Aston Martin,1,06:25.6,06:03.2,22.416,us,95.281
10,GAS,12,56,44,01:38.1,98.054,1.804,0.62,0.041,95.63,96.25,5.821,2,C2,HARD,8,14.28571429,TRUE,58:11.0,AlphaTauri,1,28:11.0,27:57.6,13.422,bahrain,89.809
99,GIO,6,56,50,01:44.3,104.285,2.05,0.62,0.041,101.615,102.235,5.821,1,C3,MEDIUM,6,10.71428571,TRUE,0 days 01:11:30.741000,Alfa Romeo,1,12:32.5,12:30.4,2.044,us,95.794
99,GIO,16,71,55,01:26.6,86.592,2.255,0.62,0.041,83.717,84.337,5.82,1,C3,MEDIUM,20,28.16901408,FALSE,0 days 01:25:35.395000,Alfa Romeo,1,26:36.8,26:31.5,5.339,mexico,77.897
5,VET,32,78,46,01:19.6,79.635,1.886,0.62,0.041,77.129,77.749,5.82,2,C3,HARD,1,1.282051282,TRUE,0 days 01:13:05.858000,Aston Martin,1,43:06.6,43:03.7,2.916,monaco,71.309
44,HAM,28,53,25,01:37.7,97.712,1.025,0.62,0.041,96.067,96.687,5.819,2,C2,HARD,9,16.98113208,TRUE,0 days 01:18:23.058000,Mercedes,1,48:23.1,48:22.3,0.73,france,90.248
18,STR,7,56,49,01:44.4,104.431,2.009,0.62,0.041,101.802,102.422,5.819,1,C3,MEDIUM,7,12.5,TRUE,0 days 01:13:21.260000,Aston Martin,1,14:23.0,14:20.9,2.136,us,95.983
6,LAT,49,56,7,01:38.7,98.661,0.287,0.62,0.041,97.754,98.374,5.818,3,C3,MEDIUM,17,30.35714286,TRUE,0 days 01:59:06.581000,Williams,1,29:06.6,28:30.4,36.173,bahrain,91.936
44,HAM,31,56,25,01:40.6,100.582,1.025,0.62,0.041,98.937,99.557,5.818,2,C2,HARD,18,32.14285714,TRUE,0 days 01:53:42.206000,Mercedes,1,54:44.0,LEAD,LEAD!,us,93.119
99,GIO,34,53,19,01:39.0,99.029,0.779,0.62,0.041,97.63,98.25,5.817,2,C3,MEDIUM,6,11.32075472,TRUE,0 days 01:29:39.682000,Alfa Romeo,1,59:39.7,59:36.8,2.891,france,91.813
55,SAI,52,66,14,01:24.6,84.631,0.574,0.62,0.041,83.437,84.057,5.817,3,C3,SOFT,9,13.63636364,FALSE,0 days 01:47:06.697000,Ferrari,1,17:06.7,17:06.1,0.644,spain,77.62
14,ALO,27,53,26,01:38.8,98.842,1.066,0.62,0.041,97.156,97.776,5.816,2,C2,HARD,9,16.98113208,TRUE,0 days 01:17:40.060000,Alpine F1 Team,1,47:40.1,47:38.7,1.322,france,91.34
11,PER,42,53,11,01:37.3,97.332,0.451,0.62,0.041,96.261,96.881,5.816,2,C2,HARD,18,33.96226415,TRUE,0 days 01:41:29.656000,Red Bull,1,11:29.7,11:25.2,4.474,france,90.445
6,LAT,18,56,38,01:44.0,103.989,1.558,0.62,0.041,101.811,102.431,5.816,2,C2,HARD,13,23.21428571,TRUE,0 days 01:32:51.187000,Williams,1,33:52.9,33:39.6,13.357,us,95.995
14,ALO,34,53,19,01:38.6,98.554,0.779,0.62,0.041,97.155,97.775,5.815,2,C2,HARD,16,30.18867925,TRUE,0 days 01:29:17.399000,Alpine F1 Team,1,59:17.4,59:14.1,3.336,france,91.34
16,LEC,43,56,13,01:40.6,100.573,0.533,0.62,0.041,99.42,100.04,5.814,3,C2,HARD,11,19.64285714,TRUE,0 days 02:14:36.239000,Ferrari,1,15:38.0,15:28.4,9.568,us,93.606
33,VER,20,53,33,01:37.8,97.776,1.353,0.62,0.041,95.803,96.423,5.813,2,C2,HARD,2,3.773584906,TRUE,0 days 01:05:20.272000,Red Bull,1,35:20.3,35:16.8,3.437,france,89.99
3,RIC,37,56,19,01:41.0,101.02,0.779,0.62,0.041,99.621,100.241,5.813,3,C2,HARD,7,12.5,TRUE,0 days 02:04:51.622000,McLaren,1,05:53.4,05:35.9,17.52,us,93.808
55,SAI,14,56,42,01:41.9,101.943,1.722,0.62,0.041,99.601,100.221,5.809,2,C2,HARD,3,5.357142857,TRUE,0 days 01:25:23.881000,Ferrari,1,26:25.6,26:23.0,2.586,us,93.792
33,VER,38,56,18,01:40.1,100.077,0.738,0.62,0.041,98.719,99.339,5.809,3,C2,HARD,9,16.07142857,TRUE,0 days 02:05:41.070000,Red Bull,1,06:42.8,06:31.7,11.121,us,92.91
3,RIC,19,53,34,01:39.2,99.203,1.394,0.62,0.041,97.189,97.809,5.807,2,C2,HARD,3,5.660377358,TRUE,0 days 01:04:12.248000,McLaren,1,34:12.3,34:10.4,1.836,france,91.382
18,STR,37,53,16,01:39.2,99.205,0.656,0.62,0.041,97.929,98.549,5.807,2,C3,MEDIUM,3,5.660377358,TRUE,0 days 01:34:29.708000,Aston Martin,1,04:29.7,04:28.0,1.76,france,92.122
16,LEC,40,53,13,01:37.9,97.947,0.533,0.62,0.041,96.794,97.414,5.807,3,C3,MEDIUM,5,9.433962264,FALSE,0 days 01:39:42.017000,Ferrari,1,09:42.0,09:33.9,8.107,france,90.987
18,STR,55,56,1,01:37.1,97.068,0.041,0.62,0.041,96.407,97.027,5.806,3,C2,HARD,28,50,TRUE,0 days 02:07:25.134000,Aston Martin,1,37:25.1,37:09.8,15.316,bahrain,90.601
6,LAT,37,71,34,01:26.6,86.576,1.394,0.62,0.041,84.562,85.182,5.806,2,C2,HARD,26,36.61971831,TRUE,0 days 01:55:45.032000,Williams,1,56:46.4,56:22.9,23.561,mexico,78.756
9,MAZ,50,71,21,01:13.5,73.478,0.861,0.62,0.041,71.997,72.617,5.805,2,C2,HARD,29,40.84507042,TRUE,0 days 01:32:32.563000,Haas F1 Team,1,02:32.6,02:28.6,3.959,austria,66.192
4,NOR,15,56,41,01:42.0,101.986,1.681,0.62,0.041,99.685,100.305,5.805,2,C2,HARD,,0,TRUE,0 days 01:27:09.215000,McLaren,1,28:11.0,28:07.6,3.391,us,93.88
99,GIO,51,56,5,01:42.4,102.423,0.205,0.62,0.041,101.598,102.218,5.804,3,C2,HARD,,0,TRUE,0 days 02:29:25.731000,Alfa Romeo,1,30:27.5,30:25.8,1.694,us,95.794
31,OCO,70,72,2,01:16.4,76.423,0.082,0.62,0.041,75.721,76.341,5.802,2,C2,MEDIUM,39,54.16666667,TRUE,0 days 02:30:29.985000,Alpine F1 Team,1,31:30.0,31:29.4,0.595,dutch,69.919
33,VER,31,56,25,01:40.4,100.355,1.025,0.62,0.041,98.71,99.33,5.8,3,C2,HARD,2,3.571428571,TRUE,0 days 01:53:59.219000,Red Bull,1,55:01.0,54:44.0,17.013,us,92.91
99,GIO,15,56,41,01:43.9,103.894,1.681,0.62,0.041,101.593,102.213,5.799,2,C3,MEDIUM,10,17.85714286,FALSE,0 days 01:27:22.283000,Alfa Romeo,1,28:24.0,28:18.6,5.457,us,95.794
18,STR,44,71,27,01:12.2,72.188,1.107,0.62,0.041,70.461,71.081,5.798,2,C2,HARD,16,22.53521127,TRUE,0 days 01:24:28.337000,Aston Martin,1,54:28.4,54:15.4,12.97,austria,64.663
63,RUS,26,66,40,01:27.2,87.167,1.64,0.62,0.041,84.907,85.527,5.798,3,C2,MEDIUM,26,39.39393939,,0 days 01:12:12.015000,Williams,1,42:12.0,42:06.2,5.866,portugal,79.109
44,HAM,5,56,51,01:41.6,101.628,2.091,0.62,0.041,98.917,99.537,5.798,1,C3,MEDIUM,8,14.28571429,FALSE,0 days 01:09:25.088000,Mercedes,1,10:26.8,LEAD,LEAD!,us,93.119
9,MAZ,47,53,6,01:40.2,100.216,0.246,0.62,0.041,99.35,99.97,5.796,2,C3,MEDIUM,16,30.18867925,TRUE,0 days 01:51:53.359000,Haas F1 Team,1,21:53.4,21:48.3,5.094,france,93.554
7,RAI,19,53,34,01:41.2,101.163,1.394,0.62,0.041,99.149,99.769,5.795,1,C2,HARD,19,35.8490566,TRUE,0 days 01:04:05.004000,Alfa Romeo,1,34:05.0,34:03.3,1.701,france,93.354
77,BOT,25,56,31,01:41.2,101.161,1.271,0.62,0.041,99.27,99.89,5.795,2,C2,HARD,10,17.85714286,TRUE,0 days 01:44:19.082000,Mercedes,1,45:20.8,45:09.3,11.579,us,93.475
11,PER,41,53,12,01:37.4,97.351,0.492,0.62,0.041,96.239,96.859,5.794,2,C2,HARD,17,32.0754717,TRUE,0 days 01:39:52.305000,Red Bull,1,09:52.3,09:48.1,4.204,france,90.445
6,LAT,14,56,42,01:44.1,104.131,1.722,0.62,0.041,101.789,102.409,5.794,2,C2,HARD,9,16.07142857,TRUE,0 days 01:25:54.818000,Williams,1,26:56.6,26:44.3,12.288,us,95.995
14,ALO,22,56,34,01:43.6,103.564,1.394,0.62,0.041,101.55,102.17,5.794,2,C2,HARD,15,26.78571429,TRUE,0 days 01:39:29.211000,Alpine F1 Team,1,40:31.0,40:27.1,3.905,us,95.756
55,SAI,67,72,5,01:16.2,76.154,0.205,0.62,0.041,75.329,75.949,5.792,2,C1,HARD,36,50,TRUE,0 days 02:26:39.190000,Ferrari,1,27:39.2,27:11.5,27.651,dutch,69.537
4,NOR,50,66,16,01:24.8,84.764,0.656,0.62,0.041,83.488,84.108,5.792,2,C2,MEDIUM,27,40.90909091,TRUE,0 days 01:44:20.253000,McLaren,1,14:20.3,14:19.2,1.05,spain,77.696
33,VER,39,53,14,01:37.0,96.973,0.574,0.62,0.041,95.779,96.399,5.789,3,C3,MEDIUM,10,18.86792453,FALSE,0 days 01:36:34.095000,Red Bull,1,06:34.1,06:26.9,7.206,france,89.99
22,TSU,18,56,38,01:42.9,102.885,1.558,0.62,0.041,100.707,101.327,5.789,2,C2,HARD,9,16.07142857,TRUE,0 days 01:32:28.080000,AlphaTauri,1,33:29.8,33:28.9,0.975,us,94.918
63,RUS,22,53,31,01:39.7,99.744,1.271,0.62,0.041,97.853,98.473,5.788,2,C2,HARD,5,9.433962264,TRUE,0 days 01:09:28.220000,Williams,1,39:28.2,39:26.0,2.222,france,92.065
33,VER,42,53,11,01:36.8,96.849,0.451,0.62,0.041,95.778,96.398,5.788,3,C3,MEDIUM,13,24.52830189,FALSE,0 days 01:41:25.182000,Red Bull,1,11:25.2,11:22.4,2.815,france,89.99
7,RAI,11,66,55,01:27.6,87.58,2.255,0.62,0.041,84.705,85.325,5.788,1,C2,MEDIUM,11,16.66666667,TRUE,49:11.1,Alfa Romeo,1,19:11.1,19:10.4,0.702,spain,78.917
55,SAI,34,56,22,01:41.1,101.1,0.902,0.62,0.041,99.578,100.198,5.786,3,C2,HARD,,0,TRUE,0 days 01:59:50.456000,Ferrari,1,00:52.2,00:49.6,2.6,us,93.792
4,NOR,11,71,60,01:13.0,72.985,2.46,0.62,0.041,69.905,70.525,5.785,1,C4,SOFT,14,19.71830986,FALSE,45:01.0,McLaren,1,15:01.0,14:59.8,1.214,austria,64.12
16,LEC,31,56,25,01:37.1,97.108,1.025,0.62,0.041,95.463,96.083,5.785,2,C3,MEDIUM,19,33.92857143,TRUE,0 days 01:28:25.244000,Ferrari,1,58:25.3,58:21.3,3.982,bahrain,89.678
22,TSU,53,56,3,01:37.1,97.135,0.123,0.62,0.041,96.392,97.012,5.785,3,C2,HARD,20,35.71428571,TRUE,0 days 02:04:11.621000,AlphaTauri,1,34:11.6,34:11.1,0.502,bahrain,90.607
4,NOR,2,72,70,01:19.7,79.679,2.87,0.62,0.041,76.189,76.809,5.783,1,C2,MEDIUM,2,2.777777778,TRUE,0 days 01:03:36.060000,McLaren,1,04:36.1,04:35.8,0.239,dutch,70.406
18,STR,2,66,64,01:27.0,87.001,2.624,0.62,0.041,83.757,84.377,5.783,1,C3,SOFT,2,3.03030303,TRUE,34:53.3,Aston Martin,1,04:53.4,04:53.0,0.398,spain,77.974
55,SAI,17,56,39,01:41.8,101.794,1.599,0.62,0.041,99.575,100.195,5.783,2,C2,HARD,6,10.71428571,TRUE,0 days 01:30:30.072000,Ferrari,1,31:31.8,31:29.6,2.268,us,93.792
18,STR,46,56,10,01:37.4,97.413,0.41,0.62,0.041,96.383,97.003,5.782,3,C2,HARD,19,33.92857143,TRUE,0 days 01:52:55.141000,Aston Martin,1,22:55.2,22:48.2,6.987,bahrain,90.601
22,TSU,2,72,70,01:19.7,79.733,2.87,0.62,0.041,76.243,76.863,5.781,1,C3,SOFT,2,2.777777778,TRUE,0 days 01:03:36.610000,AlphaTauri,1,04:36.6,04:36.1,0.55,dutch,70.462
47,MSC,35,53,18,01:40.1,100.081,0.738,0.62,0.041,98.723,99.343,5.781,2,C2,HARD,20,37.73584906,TRUE,0 days 01:31:49.431000,Haas F1 Team,1,01:49.4,01:30.5,18.895,france,92.942
55,SAI,38,56,18,01:40.9,100.931,0.738,0.62,0.041,99.573,100.193,5.781,3,C2,HARD,,0,TRUE,0 days 02:06:34.204000,Ferrari,1,07:36.0,07:34.4,1.562,us,93.792
