code,circuit,gp,raceid,position,tm,ms,lap,box,accumulated,compound,stint
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.065,70065,32,,2464351,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.032,70032,33,,2534416,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:09.590,69590,34,,2604448,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.785,70785,35,,2674038,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.077,70077,36,,2744823,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.508,69508,37,,2814900,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.775,69775,38,,2884408,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.469,69469,39,,2954183,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.812,69812,40,,3023652,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.743,69743,41,,3093464,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.863,69863,42,,3163207,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.043,70043,43,,3233070,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.485,70485,44,,3303113,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.875,70875,45,,3373598,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.049,70049,46,,3444473,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.669,69669,47,,3514522,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.576,69576,48,,3584191,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.446,69446,49,,3653767,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.755,69755,50,,3723213,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:32.503,92503,51,2,3792968,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:50.124,110124,52,,3977974,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:20.445,80445,53,,4088098,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,12,1:28.931,88931,54,,4168543,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,12,1:42.023,102023,55,,4257474,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:57.835,117835,56,3,4359497,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:52.817,112817,57,,4595167,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:50.336,110336,58,,4707984,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:44.460,104460,59,,4818320,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:29.292,89292,60,,4922780,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:11.743,71743,61,,5012072,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.433,70433,62,,5083815,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.387,70387,63,,5154248,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.415,70415,64,,5224635,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.623,70623,65,,5295050,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.755,70755,66,,5365673,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.236,71236,67,,5436428,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.004,70004,68,,5507664,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:09.453,69453,69,,5577668,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:08.729,68729,70,,5647121,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:08.623,68623,71,,5715850,soft,stint_3
