code,circuit,gp,raceid,position,tm,ms,lap,box,accumulated
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,4,1:24.460,84460,32,,4572689
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,4,1:24.505,84505,33,,4657149
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,4,1:25.134,85134,34,,4741654
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.743,84743,35,,4826788
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.045,84045,36,,4911531
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.154,84154,37,,4995576
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.116,84116,38,,5079730
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.211,84211,39,,5163846
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.050,84050,40,,5248057
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.309,84309,41,,5332107
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:23.897,83897,42,,5416416
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.179,84179,43,,5500313
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.328,84328,44,,5584492
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.346,84346,45,,5668820
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.266,84266,46,,5753166
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.259,84259,47,,5837432
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.692,84692,48,,5921691
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.349,84349,49,,6006383
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.335,84335,50,,6090732
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.511,84511,51,,6175067
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.866,84866,52,,6259578
STR,Autodromo Nazionale di Monza,Italian Grand Prix,1038,3,1:24.970,84970,53,,6344444
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,1:53.996,113996,1,,
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,2:25.696,145696,2,,113996
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,2:17.382,137382,3,,259692
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,2:14.242,134242,4,,397074
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,2:13.467,133467,5,,531316
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,2:18.951,138951,6,,664783
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,2:07.138,127138,7,1,803734
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,26:18.767,1578767,8,2,1058010
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,3:21.318,201318,9,,4215544
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:26.695,86695,10,,4416862
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:24.052,84052,11,,4503557
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.888,83888,12,,4587609
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.332,83332,13,,4671497
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:24.125,84125,14,,4754829
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.885,83885,15,,4838954
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:24.507,84507,16,,4922839
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:24.194,84194,17,,5007346
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.259,83259,18,,5091540
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.637,83637,19,,5174799
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.623,83623,20,,5258436
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.821,83821,21,,5342059
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.815,83815,22,,5425880
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.760,83760,23,,5509695
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:23.919,83919,24,,5593455
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:24.078,84078,25,,5677374
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:24.070,84070,26,,5761452
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:24.301,84301,27,,5845522
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:24.222,84222,28,,5929823
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,1:24.649,84649,29,,6014045
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:41.836,101836,30,3,6098694
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,1:28.311,88311,31,,6302366
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,5,1:23.117,83117,32,,6390677
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.153,83153,33,,6473794
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.238,83238,34,,6556947
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.021,83021,35,,6640185
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:23.034,83034,36,,6723206
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:22.739,82739,37,,6806240
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:22.323,82323,38,,6888979
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:22.399,82399,39,,6971302
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:22.544,82544,40,,7053701
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:22.176,82176,41,,7136245
STR,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,4,1:22.068,82068,42,,7218421
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,11,1:41.139,101139,1,,
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:29.459,89459,2,,101139
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:25.267,85267,3,,190598
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:24.440,84440,4,,275865
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:23.430,83430,5,,360305
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:23.860,83860,6,,443735
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:23.346,83346,7,,527595
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:23.352,83352,8,,610941
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:24.314,84314,9,,694293
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,10,1:24.633,84633,10,,778607
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,9,1:23.160,83160,11,,863240
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,9,1:23.339,83339,12,,946400
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,8,1:22.708,82708,13,,1029739
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,8,1:23.037,83037,14,,1112447
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,8,1:23.440,83440,15,,1195484
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,8,1:23.807,83807,16,,1278924
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,8,1:23.369,83369,17,,1362731
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,16,1:38.849,98849,18,1,1446100
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:56.458,116458,19,,1643798
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:27.278,87278,20,,1760256
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:23.993,83993,21,,1847534
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.594,82594,22,,1931527
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.515,82515,23,,2014121
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.844,82844,24,,2096636
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.904,82904,25,,2179480
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:24.636,84636,26,,2262384
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:23.935,83935,27,,2347020
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:23.366,83366,28,,2430955
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.961,82961,29,,2514321
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:25.537,85537,30,,2597282
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.947,82947,31,,2682819
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:23.832,83832,32,,2765766
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.793,82793,33,,2849598
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:26.991,86991,34,2,2932391
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:55.574,115574,35,,3106373
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.272,82272,36,,3221947
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.359,82359,37,,3304219
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.450,82450,38,,3386578
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.283,82283,39,,3469028
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.343,82343,40,,3551311
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:21.920,81920,41,,3633654
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:21.796,81796,42,,3715574
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.058,82058,43,,3797370
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.091,82091,44,,3879428
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:21.694,81694,45,,3961519
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.387,82387,46,,4043213
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:21.763,81763,47,,4125600
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.350,82350,48,,4207363
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.301,82301,49,,4289713
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:22.053,82053,50,,4372014
STR,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,20,1:26.268,86268,51,,4454067
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:41.716,101716,1,1,
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:50.507,110507,2,,203432
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:21.207,81207,3,,313939
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:20.837,80837,4,,395146
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:20.790,80790,5,,475983
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:20.817,80817,6,,556773
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:20.858,80858,7,,637590
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,20,1:20.586,80586,8,,718448
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.363,80363,9,,799034
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:21.302,81302,10,,879397
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.671,80671,11,,960699
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.222,80222,12,,1041370
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.016,80016,13,,1121592
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:19.973,79973,14,,1201608
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.160,80160,15,,1281581
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:19.973,79973,16,,1361741
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:19.990,79990,17,,1441714
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.339,80339,18,,1521704
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.059,80059,19,,1602043
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:21.133,81133,20,,1682102
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.250,80250,21,,1763235
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.283,80283,22,,1843485
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.239,80239,23,,1923768
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.218,80218,24,,2004007
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:21.933,81933,25,,2084225
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:20.437,80437,26,,2166158
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,19,1:19.952,79952,27,,2246595
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:19.842,79842,28,,2326547
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:30.597,90597,29,2,2406389
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,18,1:42.618,102618,30,,2587583
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,18,1:19.007,79007,31,,2690201
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,18,1:19.035,79035,32,,2769208
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,18,1:18.930,78930,33,,2848243
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,18,1:19.080,79080,34,,2927173
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,18,1:19.197,79197,35,,3006253
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.586,78586,36,,3085450
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.913,78913,37,,3164036
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.774,78774,38,,3242949
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.776,78776,39,,3321723
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.683,78683,40,,3400499
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.613,78613,41,,3479182
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.614,78614,42,,3557795
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.574,78574,43,,3636409
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.538,78538,44,,3714983
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.645,78645,45,,3793521
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.360,78360,46,,3872166
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.402,78402,47,,3950526
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.879,78879,48,,4028928
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:18.865,78865,49,,4107807
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,17,1:34.178,94178,50,,4186672
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,1:43.009,103009,51,,4280850
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,2:10.121,130121,52,3,4383859
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,2:25.144,145144,53,,4644101
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,2:11.659,131659,54,,4789245
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,1:25.168,85168,55,,4920904
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,1:19.616,79616,56,,5006072
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,15,1:37.466,97466,57,,5085688
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:23.195,83195,58,,5183154
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:21.187,81187,59,,5266349
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:19.260,79260,60,,5347536
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:19.269,79269,61,,5426796
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:19.179,79179,62,,5506065
STR,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:18.783,78783,63,,5585244
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:59.973,119973,1,,
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:55.125,115125,2,,119973
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:54.247,114247,3,,235098
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:54.170,114170,4,,349345
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:53.516,113516,5,,463515
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:54.053,114053,6,,577031
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:53.335,113335,7,,691084
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:54.094,114094,8,,804419
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:53.336,113336,9,1,918513
STR,Istanbul Park,Turkish Grand Prix,1044,4,2:11.349,131349,10,,1145185
STR,Istanbul Park,Turkish Grand Prix,1044,3,1:47.275,107275,11,,1276534
STR,Istanbul Park,Turkish Grand Prix,1044,2,1:46.571,106571,12,,1383809
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:49.736,109736,13,,1490380
STR,Istanbul Park,Turkish Grand Prix,1044,1,2:11.538,131538,14,,1600116
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:51.012,111012,15,,1731654
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:46.317,106317,16,,1842666
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.386,104386,17,,1948983
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.951,103951,18,,2053369
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:45.624,105624,19,,2157320
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:45.144,105144,20,,2262944
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.249,104249,21,,2368088
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.459,104459,22,,2472337
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.864,104864,23,,2576796
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:45.034,105034,24,,2681660
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.359,104359,25,,2786694
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.414,104414,26,,2891053
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.361,104361,27,,2995467
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.393,104393,28,,3099828
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.772,103772,29,,3204221
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.591,103591,30,,3307993
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.383,103383,31,,3411584
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.390,103390,32,,3514967
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.691,103691,33,,3618357
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:44.500,104500,34,,3722048
STR,Istanbul Park,Turkish Grand Prix,1044,1,1:43.960,103960,35,,3826548
STR,Istanbul Park,Turkish Grand Prix,1044,2,1:45.811,105811,36,2,3930508
STR,Istanbul Park,Turkish Grand Prix,1044,4,2:03.558,123558,37,,4142130
STR,Istanbul Park,Turkish Grand Prix,1044,4,1:44.764,104764,38,,4265688
STR,Istanbul Park,Turkish Grand Prix,1044,6,1:47.946,107946,39,,4370452
STR,Istanbul Park,Turkish Grand Prix,1044,7,1:46.463,106463,40,,4478398
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:46.494,106494,41,,4584861
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:45.310,105310,42,,4691355
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:44.291,104291,43,,4796665
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:43.853,103853,44,,4900956
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:43.244,103244,45,,5004809
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:43.629,103629,46,,5108053
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:43.006,103006,47,,5211682
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:42.143,102143,48,,5314688
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:41.924,101924,49,,5416831
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:40.965,100965,50,,5518755
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:41.691,101691,51,,5619720
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:40.825,100825,52,,5721411
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:40.841,100841,53,,5822236
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:40.439,100439,54,,5923077
STR,Istanbul Park,Turkish Grand Prix,1044,8,1:39.921,99921,55,,6023516
STR,Istanbul Park,Turkish Grand Prix,1044,9,1:42.847,102847,56,,6123437
STR,Istanbul Park,Turkish Grand Prix,1044,9,1:41.471,101471,57,,6226284
STR,Istanbul Park,Turkish Grand Prix,1044,9,1:43.058,103058,58,,6327755
STR,Bahrain International Circuit,Bahrain Grand Prix,1045,12,2:45.807,165807,1,1,
STR,Bahrain International Circuit,Bahrain Grand Prix,1045,11,22:21.179,1341179,2,,165807
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,1:20.518,80518,1,,
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,1:34.619,94619,2,,80518
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,1:30.389,90389,3,,175137
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,1:30.509,90509,4,,265526
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,1:31.719,91719,5,,356035
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,1:22.843,82843,6,,447754
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.626,59626,7,,530597
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.239,59239,8,,590223
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.710,58710,9,,649462
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.894,58894,10,,708172
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.730,58730,11,,767066
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.630,58630,12,,825796
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.008,59008,13,,884426
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.889,58889,14,,943434
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.943,58943,15,,1002323
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.103,59103,16,,1061266
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.794,58794,17,,1120369
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.967,58967,18,,1179163
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.944,58944,19,,1238130
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.782,58782,20,,1297074
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.949,58949,21,,1355856
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.962,58962,22,,1414805
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.015,59015,23,,1473767
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.078,59078,24,,1532782
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.174,59174,25,,1591860
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:59.048,59048,26,,1651034
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:59.100,59100,27,,1710082
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.565,58565,28,,1769182
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.791,58791,29,,1827747
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.706,58706,30,,1886538
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.952,58952,31,,1945244
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.762,58762,32,,2004196
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.828,58828,33,,2062958
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.833,58833,34,,2121786
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.742,58742,35,,2180619
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.653,58653,36,,2239361
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.611,58611,37,,2298014
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.727,58727,38,,2356625
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.643,58643,39,,2415352
STR,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.699,58699,40,,2473995
